,url,text,x,y
28,http://www.syedrezaali.com,"Generative, Computational Design, UI, GUI, Minimal, Modern, Art, Photography, Beauty, Visual, Spatial, Architecture, New Media, Interactive, Installations, Computer Graphics, Graphic Design, openFrameworks, Processing, Cinder, Creative Coding",-7.141006,5.519224
29,http://www.teyosh.com,TeYosh is a multidisciplinary design duo specialized in art direction and animation. Their narratives often focus on digital media in a social context.,-3.9377341,7.710262
30,https://sansho.studio,situative design &amp; development in Berlin,-3.2978454,6.92622
31,http://wangsoderstrom.com,Wang &amp; Söderström is a Copenhagen / Malmö based art and design practice with a focus on digital / physical explorations and fabrication.,-4.546179,6.5690703
32,http://thekids.eu,The world of rapid change is our paradise. The future is not so scary when you have the right ideas. Kids is a creative agency based in Berlin. Let's talk.,-3.1476262,6.762104
33,http://studioscholz.info,"Studio Scholz is the online and offline practice of graphic designer Robin Scholz. After graduating from the Gerrit Rietveld Academie in Amsterdam and working at Zak Group in London, he is currently living and working in Munich, Germany.",-6.585283,10.855444
34,http://thedesignoffice.org,"A shared workspace for designers in downtown Providence, R.I.",-8.298045,7.4882274
35,https://www.vmragona.com,"I'm a London based Graphic Designer. Working across, Branding Design, Editorial Design, Digital Design Motion Design and much more.",-6.364066,10.387973
36,http://samtripp.com,Sam Tripp. Design &amp; Code. Based in London. Co-founder of Common Works.,-6.067088,7.596402
37,https://commonworks.co.uk,"Creating meaningful, lasting experiences through playful interactions and rigorous design thinking.",-10.770464,7.630407
38,http://variable.io,"Variable is a generative design and data visualisation studio based in London, UK. We blend design, software and aesthetics emerging from data, processes and human behaviour.",-6.674162,5.9434643
39,http://sucukundbratwurst.tumblr.com,"Sucuk &amp; Bratwurst, co-founded by Alessandro Belliero, David Gönner, Denis &amp; Lukas Olgac, is a Mainz based creative studio specialized in 3d design, art direction and graphic design. Feel free to get...",-4.9522033,7.3171287
40,http://www.playlab.org,"PlayLab is a New York based creative practice founded in 2009. With no particular focus, we explore themes using art, architecture, and graphic design to initiate ideas.",-4.651708,7.5321383
41,https://n-e-r-v-o-u-s.com,"Nervous System is a design studio that works at the intersection of science, art, and technology. We create using a novel process that employs computer simulation to generate designs and digital fabrication to realize products. Drawing inspiration from natural phenomena, we write computer programs mimicking processes and patterns found in nature and use those programs to create unique and affordable art, jewelry, and housewares.",-7.8152204,8.944676
42,https://www.unmade.com,We enable customizable design through industrial manufacturing.,-4.9687123,4.5259004
43,https://marco.land,Berlin based designer and developer.,-3.2069538,8.149702
44,https://dow-smith.com,"A web design and development practice. We work with creative businesses, organisations and individuals to design and produce unique, engaging web-based experiences.",-8.616195,5.38566
45,http://www.thibault.io,"Thibault Brevet is an interaction designer working at the crossing between art, design and technology.",-5.253253,9.988537
46,https://www.zeitguised.com,"Exquisite Realities. (0% organic).  The exquisite realities of ZEITGUISED are crafted as a unique blend of tantalizing design, acute art, handmade algorithms and bespoke generative processes.",-6.9420753,8.927205
47,https://newnow.cool,Design and Code from the Boys Next Door,-7.8374166,7.6591177
48,https://noservice.today,"We advise organizations on the strategic communication of their brands and develop bold campaigns with a focus on social media. Using facts, intuition and creativity we blend science with art.",-6.4652796,7.636084
49,https://portfolio.amir.cloud,Highlighted projects by amir houieh.,-5.827306,6.166632
50,http://franrios.com,"Fran Rios is a cinematographer based in Barcelona. His commercial work includes pieces for renowned production companies like Canada, O and Sofa Experience.",-2.7797904,6.800688
51,https://morphocode.com,an interdisciplinary architectural practice,-4.6379404,2.7921317
52,http://mihaicernusca.com,"Mihai Cernusca is a freelance Digital Product Designer and Developer based in Brooklyn, NY",-6.960418,7.851102
53,http://ezramiller.biz,Ezra Miller: Enterprise Solutions,-6.8575478,3.343276
54,https://benedikt-gross.de,Portfolio Website of Benedikt Groß,-7.198437,7.613628
55,http://senseable.mit.edu,Urban imagination and social innovation through design &amp; science,-7.857334,4.96122
56,http://www.zhestkov.com,"Design, Art direction, Animation",-7.3248186,5.5012317
57,https://proxi.me,"Proxi.me offers expertise in various disciplines, including art direction, editorial, corporate and interior design, websites and scenography as well as conceptual creation and strategic brand escort.",-8.479415,9.868683
58,https://jamespants.com,The #1 source for James Pants and James Singleton related content,-8.250836,5.9447427
59,http://paralleluniver.se,"Steph Davidson, motion, digital, and illustration, art director, Bloomberg",-8.369448,8.745001
60,https://www.gillesdebrock.nl,test,-7.2353263,7.119394
61,http://urmston.xyz,"Will Urmston • Design, sound, and code for a better internet • See his work here",-4.1232405,10.697625
62,https://dvtk.us,DVTK is a London-based creative studio. We create immersive and playful digital experiences that push the boundaries of modern storytelling.,-8.569885,8.506806
63,https://ufomammoot.de,We are an independent digital agency based in Berlin providing innovative &amp; creative concepts for brands.,-5.2065244,7.4445086
64,https://www.ruieduardo.com,"Rui Eduardo. Design, Systems and Experiences Development.",-5.4257746,8.104231
65,https://artcom.de,"ART+COM gestaltet und entwickelt innovative mediale Installationen, Räume und Architekturen.",-8.233694,6.7162204
66,http://kohlberger.net,"This is a dance between your brain and the world. A hallucinatory figure of information that speaks on the threshold of being. We are bathed in interferences from sensual data to what might be out there. We will go to another land, we will try another sea. One plus one equals three.",-5.6063924,8.387608
67,https://bennelsen.com,"Ben Nelsen is a graphic designer based in Pittsburgh, PA.",-3.7102249,6.753835
68,http://therodina-backstage.tumblr.com,"The Rodina (*2010, www.therodina.com) is a visual communication studio. Founded by independent Czech designers and researchers Tereza and Vit Ruller. Currently based in Amsterdam, NL.",-4.02619,7.909837
69,https://www.abcdinamo.com,"DINAMO is a Swiss design practice established by Johannes Breyer and Fabian Harb. We’re interested in the overlap between graphic design production, bespoke or retail typefaces and technology. More recently also how these things can translate into physical objects.",-2.9855373,4.133854
70,https://frnsys.com,"Francis Tseng is a designer &amp; developer working with simulation, machine learning, etc",-4.7514496,5.816836
71,http://www.geckelermichels.com,"David Geckeler and Frank Michels established their Berlin based design studio in 2013. Areas of work include furniture, lighting, products and spaces. The research-led practice focuses on autonomous in-house studies, as well as creative direction and product collections for their clients, whilst also producing editions and one-offs.",-6.298818,9.585884
72,http://stewartsmith.io,"Stewart Smith is a creative polymath making virtual reality and more in Brooklyn, New York.",-6.2466536,5.1594577
73,http://neuemodern.com,Portfolio of James Hicks,-5.861733,9.051511
74,https://amf.fyi,Cargo,-1.0636351,5.5782824
76,https://scherabon.com,Visual Artist &amp; designer,-6.28281,3.526993
77,https://timrodenbroeker.de,creative coding = unexplored territories,-7.955222,4.9364414
78,http://roberthodgin.com,Portfolio,-5.5237236,2.7094924
79,https://rarevolume.com,A Design &amp; Technology Studio in New York City,-4.715356,7.1801524
80,http://andrevv.com,Portfolio of freelance web designer and developer in Berlin.,-1.2540817,7.9167795
81,http://magicandpasta.space,"What began as a relatively calm, smog-filled Saturday afternoon soon traversed into messy, vengeful, scream-worthy territory.",-5.6306896,4.9717636
82,https://www.patrickhebron.com,"A technologist focusing on the emerging intersections between machine learning, design tools, programming languages and operating systems.",-5.1577573,7.4499607
83,https://maxbittker.com,Max's website,-2.5375273,5.3568974
84,https://kimalbrecht.com,"CV of knowledge designer and aesthetic researcher Kim Albrecht, exploring the boundaries of visual knowledge in the post-digital age.",-6.408311,9.56491
85,http://chloescheffe.github.io,"Graphic design, etc.",-5.567794,9.918827
86,http://www.operative.space,Operative Space offers design services for print and digital communications as well as collaborative approaches for ideation and research,-6.8321457,5.9608946
87,http://charlotterohde.de,"visual communication, research and juicy typefaces",-3.255052,9.410694
88,http://bettywang.net,work,-2.4172137,10.548162
89,https://frankrausch.com,Frank Rausch is a user interface typographer. He designs and develops apps for iOS.,-7.7833695,3.2104201
90,http://www.philippneumeyer.com,"Ruediger aka Philipp Neumeyer is a professional ballet dancer, mediocre type designer and wannabe typographer. ",-9.991912,7.35101
91,https://folder.studio,"Visual identities, websites, publications and other printed and digital matter for cultural and commercial clients.",-8.286185,7.513501
92,https://lust.nl,"LUST / Typography, Design &amp; Propaganda. Graphic design studio in The Hague, Netherlands. Design philosophy revolves around Process-based Design, Information &amp; Interactive Systems, Communication Structures &amp; Networks.",-6.6050396,4.2222605
93,https://foam.studio,a commercial layer by zeitguised,-6.9983015,6.049821
94,https://ollybromham.com,A website.,-6.2159605,6.773244
95,https://unfun.de,"unfun is a creative studio. We conceptualize, design and code all kinds of projects for brands, artists and ourselves. Shout out to the classics, but we work in 3018.",-6.2063823,5.6120477
96,https://alsino.io,My name is Alsino. I design and build maps and digital interfaces.,-4.0437827,7.3352914
97,http://mfowler.info,Max Fowler | Freelancer,-4.900215,6.933243
98,https://process.studio,"Process is a studio for Art and Design based in Vienna that works in interactive audio-visual installations, graphic design and software development.",-5.6378317,2.8237333
99,http://www.fabianhart.com,kommentiert Moden und andere Ausdrucksmedien,-4.174494,6.3262115
100,http://andrevv.com,Portfolio of freelance web designer and developer in Berlin.,-6.5873528,4.3793387
101,http://departmentofnewrealities.com,"The Department of New Realities is a future-forward creative unit within Wieden+Kennedy Amsterdam. Melding technology, 3D, culture, theatrics, experiences and the senses, we create new types of consumer engagement that build brands and businesses.",-5.7236886,6.41589
102,http://www.leeeeza.com,"Elizaveta (LEEZA) Pritychenko portfolio. Graphic Design, media art, interactive, VR, 3D, animation, VJing, hoaxes, visuals",-5.5340505,9.542383
103,http://www.teuberkohlhoff.com,Contemporary Textile Design &amp; Graphic Design Studio based in Berlin,-5.7068286,8.288387
104,https://efoucher.studio,Émile Foucher is a graphic designer currently based in Montréal.,-2.8104606,7.8605366
105,https://www.iksi.eu,"IKSI makes websites with HTML, CSS and JavaScript.",-4.840803,5.2045746
106,https://carla-karlis.ch,Practice for graphic design and web development.,-10.423573,6.6012025
107,https://ricky.codes,online wwwebsite of software developer Ricky Miller,-4.807126,6.671697
108,https://nemesis.global,"Nemesis is an alternative design and strategy consultancy founded in 2017 by Emily Segal and Martti Kalliala, with nodes in Berlin, New York and Helsinki.",-3.9635143,7.5599465
109,https://special-offer.studio,A design &amp; development office managed by Brent David Freaney,-9.670152,6.2506227
110,https://super.asdf.af,"Süpèr is a Swiss digital design studio established in 2011 by Daniel Stutz, working and teaching at the intersection of graphic design and web development.",-3.049796,6.1772585
111,http://brendandawes.com,"Brendan Dawes is a designer exploring the interaction of objects, people, technology and art using form and code with an eclectic mix of digital and analog materials.",-5.3570647,8.662076
112,http://ewalthert.com,Edgar Walthert is a Swiss type– and graphic–designer based in Amsterdam. He works across a spectrum of design-fields with a focus on logotypes and music.,-4.159786,5.616599
113,http://www.ralph-schulz.com,Ralph Schulz · Arbeiten / Works · Vita / CV · News · Kontakt / Contact,-8.737489,7.3810415
114,https://www.thomasschnur.com,Thomas Schnur / German based Product Designer,-3.8142204,9.420205
115,http://www.berndgrether.de,"Bernd Grether, Grafikdesign, Berlin",-7.953836,9.206341
116,https://staltz.com,Open Source Freelancer,-5.6254506,5.7770615
117,http://davidbenski.com,Eine weitere WordPress-Seite,-5.39547,4.596549
118,https://andreasdzialocha.com,"Andreas Dzialocha is an electric bass player, producer, composer and developer. His work consists of both digital and physical environments, spaces, festivals, software or platforms for participants and listeners",-5.6665435,10.068315
119,https://www.cameronyick.us,Cameron Yick is a developer and designer studying Computer Science at Yale University. He posts his projects and tutorials on this site. Find him on Github and Twitter as @hydrosquall.,-5.1382284,7.940371
120,https://www.pentagram.com,"Pentagram is the world’s largest independent design consultancy. The firm is owned and run by 24 partners, each of whom are leaders in their individual fields.",-5.9131627,10.762555
121,https://earthly.studio,Earthly is alive and listening. Always searching and connecting. Engaging. Mutually exchanging. Being and becoming Earthly. Earthly is an exploratory design and research studio at the margins of the real and the realizable.,-6.4805255,10.5592165
122,https://efoucher.studio,Émile Foucher est un artiste et designer basé à Montréal. Son approche créative est un hybride alimenté par la recherche et l’expérimentation.,-7.4392705,7.788242
124,http://www.jonathonyule.com,Jonathon Yule is a Canadian graphic designer based in Toronto.,-5.273587,7.727057
125,https://www.grafikladen.net,"Strategie, Konzept und Design aus Berlin – Branding, Editorial, Corporate, Web",-4.184684,6.066942
126,https://astridkraniger.com,Media Artist &amp; Designer,-7.821262,8.242797
127,https://huiteh.net,Sinhui Teh 郑欣慧 is a Kuala Lumpur &amp; Dublin based independent Graphic Designer.&nbsp; Currnetly in KL. Working primarily in the cultural field on...,-3.6431115,7.4369187
128,http://dov-ganchrow.com,"Dov Ganchrow is a product designer and senior lecturer in the Industrial Design Department at the Bezalel Academy of Arts and Design, Jerusalem, Israel",-5.1552796,11.372055
129,https://www.selfcontrolfreak.com,"selfcontrolfreak, interactive video, self control freak, Oli4, Olivier Otten, interactive, interactive designer, interface design",-3.113904,4.4523635
130,https://wangsoderstrom.com,Wang &amp; Söderström is a Copenhagen based art and design practice with a focus on digital / physical explorations.,-3.3277726,8.975903
131,https://originaltype.com,"Typeface, Type design, Type foundry, Font, Typography",-3.6503413,5.0765886
132,http://frnsys.com,"Francis Tseng is a designer &amp; developer working with simulation, machine learning, etc",-2.8930087,8.786078
133,https://www.acolorbright.com,"As a partner to companies ranging from local startups to global consumer brands, we focus on three areas: product discovery, UX/UI design and engineering and brand development with a digital mindset.",-0.6134493,7.336364
134,https://joshuasoehn.com,"Designer based in Berlin, Germany. My expertise is designing everything from brand identities to apps, prototyping, coding and product management.",-8.533206,9.565036
135,https://www.field.io,"FIELD.IO, art and technology, generative design, interactive installation",-7.012912,7.7411494
136,http://bewe.me,Design + programming,-5.8794885,4.6298866
137,https://jonathansplitlog.com,"Jonathan Splitlog is a designer and creative director in Atlanta, GA.",-1.3824197,4.7682056
138,http://luizadale.com,"Luiza Dale is an  independent graphic designer based in New Haven, CT.",-5.620842,4.1053486
139,http://www.willmacneil.com,"Portfolio site for Will MacNeil - director, designer and animator based in London, UK.",-2.4541006,8.758249
140,https://www.makeitdoathing.com,"Dan Moore is an Artist, Designer, and Technologist",-10.526853,6.099933
141,http://tomkail.com,"Online portfolio of Tom Kail, game designer and developer based in Bournemouth, UK.",-8.938025,7.917634
142,https://szymonkaliski.com,I design and develop digital tools and data-driven interfaces,-6.0062156,6.422724
143,https://3milychu.github.io,emily is a data &amp; interaction designer,-5.0602646,10.723935
144,https://ertdfgcvb.xyz,"Studio for design and code based in Lugano, Switzerland.",-4.950215,8.240547
145,http://knoth-renner.com,"Collaborating since 2011 and located in Berlin and Leipzig, Christoph Knoth &amp; Konrad Renner work on the intersection of digital culture and graphic design.",-8.088294,6.6009502
146,https://onformative.com,"Interactive media installations, generative design and data-driven narratives, at the intersection of art, design and technology.",-4.634659,8.607117
147,https://parentcompa.nyc,"Parent Company © is a multi-dimensional design firm creating unique visual, sonic, and interactive experiences.",-3.868102,9.477727
148,https://www.tsto.org,"Tsto is a graphic design studio founded in 2010, with a focus on visual identities, publications, websites, motion &amp; typography. In addition to our team, we regularly work with an extensive network of collaborators from different fields. ",-7.163353,8.523776
149,https://moritzebeling.com,"Graphic Designer and Visual Programmer based in Weimar, Germany.",-5.47764,9.882418
150,https://johncaserta.com,"John Caserta is a designer and educator based in Providence, R.I.",-7.0024395,6.4058905
151,https://kenjitomita.com,Kenji Tomita Designer living in SF/USA,-5.850515,7.6603394
152,https://www.productiontype.com,"Production Type is a digital type design agency. Our activities span from the exclusive online distribution of retail type for design professionals, to the creation of custom typefaces for the industrial, luxury, and media sectors.",-4.0135226,3.666832
153,https://www.beeple-crap.com,"BEEPLE is Mike Winkelmann. A graphic designer from Charleston, SC, USA who does a variety of digital artwork including short films, Creative Commons VJ loops, everydays and VR / AR work. He’s working on making it suck less every day",-4.3742847,10.948367
154,http://www.gabeferreira.com,Gabe Ferreira is a multidisciplinary designer.,-10.614118,5.1497993
155,https://archive.eric.young.li,Eric Li is a software developer and graphic designer.,-9.717809,4.4077387
156,https://stu-b-io.com,"stubio, studio, design, fashion, art, clothing, workshop, collaboration, contemporary art, modern",-9.221948,4.487046
157,https://roelwouters.com,"Roel works as an independent conditional designer / director in the field of interaction, media design and film.",-8.998369,6.11778
158,https://robertschnuell.de,"Robert Schnüll is a Creative Technologist and Interaction Designer. His work is mainly related to working interdisciplinary and collaborative where he covers the fields of coding, physical computing, rapid prototyping and designing processes.",-8.440635,5.2016273
159,https://marthahipley.com,"new media art, contemporary art, interaction design, visual art, digital art, web development, web design",-4.453982,9.943246
160,https://hawraf.com,"HAWRAF is a new design studio. They create work that deals with communication, interaction, and creative accessibility.",-8.061483,9.723716
161,https://hyejinsong.me,"Hyejin Song is a graphic designer working in identity system, motion graphics, and illustration. She recently graduated from School of Visual Arts. Previously she...",-3.5208359,7.4552083
162,https://intervall.io,"We are designers, makers and consultants in the age of Digital Transformation.",-3.5122936,8.692265
163,https://pangrampangram.com,We are dedicated to making quality typefaces that can be used in everyday designs and projects. All our fonts are free to try.,-3.512907,8.550287
164,https://public-office.info,Public Office is a collaborative design &amp; development practice focusing on the intersection of physical and digital publishing.,-3.4379668,7.673094
165,http://p-m.site,Paul Mylecharane (b.1974) is a graphic designer and educator whose practice focuses mainly on the intersection of physical and digital publishing and its relationship to the archive.,-9.113824,7.6284647
166,https://phong.com,"Specializing in full stack development for interactive apps, design, software engineering, and motion graphics since 1998.",-8.594126,6.5390153
167,https://napoleon.services,Napoleon Services is a virtual design and development studio.,-4.8127885,11.658842
168,http://www.berndgrether.com,"Bernd Grether, Grafikdesign, Berlin",-9.50219,4.32539
169,https://moreandmoreltd.com,"Launched in 2016, More and More is a motion and design studio founded by Carl Burgess and Tom Darracott. The London based studio has a strong design-led approach, developing film and 3d imagery with a distinctive and unexpected tone of voice. Utilising new technologies to create forward looking visual communication, the philosophy is to unify design, production and direction under one roof to produce the most responsive and effective work.",-5.1195803,8.570418
170,https://trulytype.com,"beginning graphic design typography, trulytype, truly type, trulytype.com, modern, geometric, grotesque, modest, super family, modernism, font, font typeface, free typeface, typeface logo, typeface design, serif typeface, fonts google, fonts free, download fonts, free font, best fonts, clean, serif, transitional, legible, heavy, elegant, sans-serif, trulytype.com, calligraphic, formal, art deco, faith, sharp, humanist, wide, narrow, flair, script, high x-height, netherlands, serif, magazine, neutral, slab serif, headline, bauhaus",-1.8179622,9.007975
171,https://rfws.de,"Robert Schnüll is a Creative Technologist and Interaction Designer. His work is mainly related to working interdisciplinary and collaborative where he covers the fields of coding, physical computing, rapid prototyping and designing processes.",-1.2009556,7.60108
172,https://laurabrown.studio,"Laura Brown designs and builds bespoke websites for creative brands, artists, galleries, and design companies.",-6.601258,8.339316
173,https://desmondwong.com,Typeface design and lettering,-10.892873,7.837096
174,https://ungroup.group,"ungroup is a Berlin-based creative practice engaged in design, research and programming.",-4.7348113,7.58228
175,https://www.son-la.co,Son La Pham Graphic Design and Technology Berlin,-9.675099,5.2898016
176,https://variable.io,"Variable is a generative design and data visualisation studio based in London, UK. We blend design, software and aesthetics emerging from data, processes and human behaviour.",-5.8389397,3.2741423
177,https://www.daltonmaag.com,"Dalton Maag, Bruno Maag, Typefaces, Font Designers, Font Families, Aktiv Grotesk, Interface, Effra, Web Fonts, Trials, Modifications, Refinements, Custom",-5.6036925,11.46605
178,https://brendandawes.com,Interaction Design,-7.5104723,10.46807
179,https://lgkallday.co.uk,"💚💙 Luke Greenaway is a freelance web &amp; digital designer based in Brighton, UK with over 12 years industry experience in website design/development, UI &amp; UX, web product design, creative direction &amp; consultancy.",-6.937737,7.46053
180,https://www.atipofoundry.com,an independent digital typeface foundry and graphic design studio,-9.39411,7.945418
181,https://pastorplaczek.com,Design studio crafting digital experiences at the nexus of art and speculative design.,-7.89986,9.215737
182,https://ueberdosis.io,"Team with design competence, experience and passion. We create successful corporate websites, outstanding apps and impressive web applications.",-5.892594,5.7973194
183,https://flow-control.io,Empowering human cognition through design and technology.,-5.4844475,3.0988772
184,https://underscoretype.com,"Underscore is an independent publisher of quality digital typefaces, retail fonts and bespoke type design solutions.",-3.4616039,6.2907724
185,https://hyam.de,"We ideate, create and build digital products and services that people love. hy.am studios – a creative agency and digital design studio based in Berlin.",-6.465877,6.035161
186,https://workingnotworking.com,"outstanding, efficient, whimsical, Bomie is an independent freelance designer with specialties in smart and detail-oriented visual solutions, powerful ideas, and so much passion for fun. Looking for opportunities that require serious amount of caring and quality. Previously at Casper and Apple.",-4.3592434,10.721789
187,https://pizzapizza.io,"Pizza Pizza is a digital product studio modeled on the two-pizza-rule, based in Berlin. We offer digital product design, branding, marketing and development services.",-8.951202,6.331311
188,https://rckt.com,Pixel but people. Design but thinking. Artificial but intelligent. Consultancy but agency. Find out how we make it work.,-5.086506,2.4647276
189,http://www.fileunderpopular.com,"generative art,process based design,creative coding",-5.7829843,6.9930744
190,https://www.adamho.com,"Adam Ho is graphic and interaction designer, based in Brooklyn, New York.",-6.878083,7.387056
191,https://reiner.design,Freelance design engineer based in Berlin.,-7.5005856,9.064146
192,https://wenzeldaniel.com,"Daniel Wenzel, graphic and type design, specialised in utilizing animation-tools and code.",-9.244329,8.162978
193,https://chevalvert.fr,"Chevalvert est un studio de design graphique, typographique et interactif.",-8.314166,6.2287245
194,http://christopherlacy.co.uk,"Designing, making and organising by Chris Lacy.",-4.301179,4.587369
195,https://samuelhewitt.com,"Sam Hewitt, Human Interface Designer",-4.912405,5.310876
196,https://56.digital,A boutique design studio based in Toronto specializing in art direction and digital experiences.,-6.2507725,7.4460053
197,https://www.aarongilmore.com,Aaron Gilmore is a designer and developer based in Ireland,-4.2849216,8.297671
198,https://www.absentees.co,Digital designer/developer based in Sydney NSW.,-4.8490887,3.222091
199,https://random.studio,"Random Studio is an experience design studio. We are an international team of visual artists, strategists and engineers who blur the boundaries between art, design and technology.",-0.33237374,7.9682074
200,https://abcdinamo.com,"DINAMO is a Swiss design practice established by Johannes Breyer and Fabian Harb. We’re interested in the overlap between graphic design production,…",-4.62153,9.231205
201,https://robert-janes.com,Robert Janes is a Type Designer and Engineer.,-5.768413,10.7849
202,https://www.patrik-huebner.com,"Generative Design and Creative Coding for brands, agencies and cultural institutions. A fusion of storytelling, experience and branding with algorithms, human interaction, data, artificial intelligence and programming.",-5.4986286,9.10039
203,https://hanli.eu,"Hanzer Liccini, Studio for graphic design and typography",-1.4132122,8.284695
204,https://waf.gmbh,WAF GMBH proposes a more effective model for designing and implementing digital platforms.,-3.046878,7.7917647
205,https://timrausch.de,Tim Rausch is a hamburg based graphic design and code writer,-5.1863656,7.2137966
206,https://markfromberg.com,"Typeface Design, Type, Python, Programming, Tool, Development, Letters, Lettering, Illustration, Graphic Design, Corporate Design, Book Design, Typography",-7.750013,7.475616
207,https://www.field.systems,"FIELD.SYSTEMS, art and technology, generative design, interactive installation, brand art, generative brand design system",-4.042894,8.233523
208,https://www.gabischillig.de,"Gabi Schillig, Architecture, Communication Design, Conceptual Design, Spaces of Communication, Exhibition, Material, Research, Dialogical Spaces, Professor, Spatial Design, Berlin, Düsseldorf",-3.700332,6.9652557
209,http://roxaboxen.us,Roxaboxen is a California-based design studio specializing in typefaces and identity systems.,-4.176408,7.1097927
210,https://www.quality-wolves.com,Our company provides high-quality design and development services. We specialize in creating innovative and marketable products that help businesses grow.,-4.874701,5.335272
211,https://matthewragan.com,Media Maker and Interactive System Designer,-10.227173,5.92459
212,https://web3000.net,web3000 is a web design and development studio based in Berlin,-9.445537,6.1722174
213,https://andreasfaust.de,Andreas Faust is a Berlin-based Graphic and Type Designer and Web­developer. He works as Creative Director for the german Edition of Jacobin Magazine and is Partner at Open Foundry.,-5.715487,7.485493
214,https://intmagic.com,"International Magic is an experience design studio, creating new modes of interaction and visual communication. We believe in the power to entertain and innovate for the next generation.",-7.168206,9.468469
215,https://andirueckel.com,"aesthetics, computation, design, development, gestaltung, graphic, interaction, interface, new media, prototyping, research, typography, visual, web",-1.7876842,4.621704
216,http://gregorfinger.de,"this site provides a quick overview of gregor finger as designer and creative technologist, some would call it art",-9.294645,7.2144885
217,https://www.foreignobjects.net,"design, consultancy, NEW INC, MIT, Media Lab, ACT, decentralization, Kallirroi, Retzepi, Agnes Cameron, Ghantous, Zhexi, architecture, software",-5.964531,8.308532
218,https://merani.cc,"Media Artist, Creative Technologist and Designer from Berlin",-2.7760644,10.001285
219,https://in-no-particular-order.info,"design, information design, graphic design, spreadsheet, innoparticularorer, in no particular order,",-7.700987,7.155143
220,https://maxitype.com,"Maxitype is a collaborative platform to encourage type design research. We offer retail and bespoke typefaces, paying special attention to contemporary visual languages and historical knowledge.",-7.4067903,8.040852
221,https://haukeirrgang.com,Designer and Typographer from Berlin,-9.821521,7.55617
222,https://mtwtf.com,"MTWTF is a design studio that creates communication platforms for cultural, commercial, educational, and civic clients.",-6.4886255,8.670006
223,https://newtendency.com,Contemporary Design Furniture for Your Home and Office,-4.9568224,4.601075
224,https://www.lust.nl,"LUST / Typography, Design &amp; Propaganda. Graphic design studio in The Hague, Netherlands. Design philosophy revolves around Process-based Design, Information &amp; Interactive Systems, Communication Structures &amp; Networks.",-0.31459555,5.41067
225,https://n-m.world,"Neo-Metabolism is a planetary research, design and life practice.",-7.2141304,7.024657
