url,text
http://sucukundbratwurst.tumblr.com,"Sucuk &amp; Bratwurst, co-founded by Alessandro Belliero, David Gönner, Denis &amp; Lukas Olgac, is a Mainz based creative studio specialized in 3d design, art direction and graphic design. Feel free to get..."
http://www.playlab.org,"PlayLab is a New York based creative practice founded in 2009. With no particular focus, we explore themes using art, architecture, and graphic design to initiate ideas."
https://n-e-r-v-o-u-s.com,"Nervous System is a design studio that works at the intersection of science, art, and technology. We create using a novel process that employs computer simulation to generate designs and digital fabrication to realize products. Drawing inspiration from natural phenomena, we write computer programs mimicking processes and patterns found in nature and use those programs to create unique and affordable art, jewelry, and housewares."
https://www.unmade.com,We enable customizable design through industrial manufacturing.
https://marco.land,Berlin based designer and developer.
https://dow-smith.com,"A web design and development practice. We work with creative businesses, organisations and individuals to design and produce unique, engaging web-based experiences."
http://www.thibault.io,"Thibault Brevet is an interaction designer working at the crossing between art, design and technology."
https://www.zeitguised.com,"Exquisite Realities. (0% organic).  The exquisite realities of ZEITGUISED are crafted as a unique blend of tantalizing design, acute art, handmade algorithms and bespoke generative processes."
https://newnow.cool,Design and Code from the Boys Next Door
https://noservice.today,"We advise organizations on the strategic communication of their brands and develop bold campaigns with a focus on social media. Using facts, intuition and creativity we blend science with art."
https://portfolio.amir.cloud,Highlighted projects by amir houieh.
http://franrios.com,"Fran Rios is a cinematographer based in Barcelona. His commercial work includes pieces for renowned production companies like Canada, O and Sofa Experience."
https://morphocode.com,an interdisciplinary architectural practice
http://mihaicernusca.com,"Mihai Cernusca is a freelance Digital Product Designer and Developer based in Brooklyn, NY"
http://ezramiller.biz,Ezra Miller: Enterprise Solutions
https://benedikt-gross.de,Portfolio Website of Benedikt Groß
http://senseable.mit.edu,Urban imagination and social innovation through design &amp; science
http://www.zhestkov.com,"Design, Art direction, Animation"
https://proxi.me,"Proxi.me offers expertise in various disciplines, including art direction, editorial, corporate and interior design, websites and scenography as well as conceptual creation and strategic brand escort."
https://jamespants.com,The #1 source for James Pants and James Singleton related content
http://paralleluniver.se,"Steph Davidson, motion, digital, and illustration, art director, Bloomberg"
https://www.gillesdebrock.nl,test
http://urmston.xyz,"Will Urmston • Design, sound, and code for a better internet • See his work here"
https://dvtk.us,DVTK is a London-based creative studio. We create immersive and playful digital experiences that push the boundaries of modern storytelling.
https://ufomammoot.de,We are an independent digital agency based in Berlin providing innovative &amp; creative concepts for brands.
https://www.ruieduardo.com,"Rui Eduardo. Design, Systems and Experiences Development."
https://artcom.de,"ART+COM gestaltet und entwickelt innovative mediale Installationen, Räume und Architekturen."
http://kohlberger.net,"This is a dance between your brain and the world. A hallucinatory figure of information that speaks on the threshold of being. We are bathed in interferences from sensual data to what might be out there. We will go to another land, we will try another sea. One plus one equals three."
https://bennelsen.com,"Ben Nelsen is a graphic designer based in Pittsburgh, PA."
http://therodina-backstage.tumblr.com,"The Rodina (*2010, www.therodina.com) is a visual communication studio. Founded by independent Czech designers and researchers Tereza and Vit Ruller. Currently based in Amsterdam, NL."
https://www.abcdinamo.com,"DINAMO is a Swiss design practice established by Johannes Breyer and Fabian Harb. We’re interested in the overlap between graphic design production, bespoke or retail typefaces and technology. More recently also how these things can translate into physical objects."
https://frnsys.com,"Francis Tseng is a designer &amp; developer working with simulation, machine learning, etc"
http://www.geckelermichels.com,"David Geckeler and Frank Michels established their Berlin based design studio in 2013. Areas of work include furniture, lighting, products and spaces. The research-led practice focuses on autonomous in-house studies, as well as creative direction and product collections for their clients, whilst also producing editions and one-offs."
http://stewartsmith.io,"Stewart Smith is a creative polymath making virtual reality and more in Brooklyn, New York."
http://neuemodern.com,Portfolio of James Hicks
https://amf.fyi,Cargo
https://www.minmax.design,
https://scherabon.com,Visual Artist &amp; designer
https://timrodenbroeker.de,creative coding = unexplored territories
http://roberthodgin.com,Portfolio
https://rarevolume.com,A Design &amp; Technology Studio in New York City
http://andrevv.com,Portfolio of freelance web designer and developer in Berlin.
http://magicandpasta.space,"What began as a relatively calm, smog-filled Saturday afternoon soon traversed into messy, vengeful, scream-worthy territory."
https://www.patrickhebron.com,"A technologist focusing on the emerging intersections between machine learning, design tools, programming languages and operating systems."
https://maxbittker.com,Max's website
https://kimalbrecht.com,"CV of knowledge designer and aesthetic researcher Kim Albrecht, exploring the boundaries of visual knowledge in the post-digital age."
http://chloescheffe.github.io,"Graphic design, etc."
http://www.operative.space,Operative Space offers design services for print and digital communications as well as collaborative approaches for ideation and research
http://charlotterohde.de,"visual communication, research and juicy typefaces"
http://bettywang.net,work
https://frankrausch.com,Frank Rausch is a user interface typographer. He designs and develops apps for iOS.
http://www.philippneumeyer.com,"Ruediger aka Philipp Neumeyer is a professional ballet dancer, mediocre type designer and wannabe typographer. "
https://folder.studio,"Visual identities, websites, publications and other printed and digital matter for cultural and commercial clients."
https://lust.nl,"LUST / Typography, Design &amp; Propaganda. Graphic design studio in The Hague, Netherlands. Design philosophy revolves around Process-based Design, Information &amp; Interactive Systems, Communication Structures &amp; Networks."
https://foam.studio,a commercial layer by zeitguised
https://ollybromham.com,A website.
https://unfun.de,"unfun is a creative studio. We conceptualize, design and code all kinds of projects for brands, artists and ourselves. Shout out to the classics, but we work in 3018."
https://alsino.io,My name is Alsino. I design and build maps and digital interfaces.
http://mfowler.info,Max Fowler | Freelancer
https://process.studio,"Process is a studio for Art and Design based in Vienna that works in interactive audio-visual installations, graphic design and software development."
http://www.fabianhart.com,kommentiert Moden und andere Ausdrucksmedien
http://andrevv.com,Portfolio of freelance web designer and developer in Berlin.
http://departmentofnewrealities.com,"The Department of New Realities is a future-forward creative unit within Wieden+Kennedy Amsterdam. Melding technology, 3D, culture, theatrics, experiences and the senses, we create new types of consumer engagement that build brands and businesses."
http://www.leeeeza.com,"Elizaveta (LEEZA) Pritychenko portfolio. Graphic Design, media art, interactive, VR, 3D, animation, VJing, hoaxes, visuals"
http://www.teuberkohlhoff.com,Contemporary Textile Design &amp; Graphic Design Studio based in Berlin
https://efoucher.studio,Émile Foucher is a graphic designer currently based in Montréal.
https://www.iksi.eu,"IKSI makes websites with HTML, CSS and JavaScript."
https://carla-karlis.ch,Practice for graphic design and web development.
https://ricky.codes,online wwwebsite of software developer Ricky Miller
https://nemesis.global,"Nemesis is an alternative design and strategy consultancy founded in 2017 by Emily Segal and Martti Kalliala, with nodes in Berlin, New York and Helsinki."
https://special-offer.studio,A design &amp; development office managed by Brent David Freaney
https://super.asdf.af,"Süpèr is a Swiss digital design studio established in 2011 by Daniel Stutz, working and teaching at the intersection of graphic design and web development."
http://brendandawes.com,"Brendan Dawes is a designer exploring the interaction of objects, people, technology and art using form and code with an eclectic mix of digital and analog materials."
http://ewalthert.com,Edgar Walthert is a Swiss type– and graphic–designer based in Amsterdam. He works across a spectrum of design-fields with a focus on logotypes and music.
http://www.ralph-schulz.com,Ralph Schulz · Arbeiten / Works · Vita / CV · News · Kontakt / Contact
https://www.thomasschnur.com,Thomas Schnur / German based Product Designer
http://www.berndgrether.de,"Bernd Grether, Grafikdesign, Berlin"
https://staltz.com,Open Source Freelancer
http://davidbenski.com,Eine weitere WordPress-Seite
https://andreasdzialocha.com,"Andreas Dzialocha is an electric bass player, producer, composer and developer. His work consists of both digital and physical environments, spaces, festivals, software or platforms for participants and listeners"
https://www.cameronyick.us,Cameron Yick is a developer and designer studying Computer Science at Yale University. He posts his projects and tutorials on this site. Find him on Github and Twitter as @hydrosquall.
https://www.pentagram.com,"Pentagram is the world’s largest independent design consultancy. The firm is owned and run by 24 partners, each of whom are leaders in their individual fields."
https://earthly.studio,Earthly is alive and listening. Always searching and connecting. Engaging. Mutually exchanging. Being and becoming Earthly. Earthly is an exploratory design and research studio at the margins of the real and the realizable.
https://efoucher.studio,Émile Foucher est un artiste et designer basé à Montréal. Son approche créative est un hybride alimenté par la recherche et l’expérimentation.
https://diediebe.be,
http://www.jonathonyule.com,Jonathon Yule is a Canadian graphic designer based in Toronto.
https://www.grafikladen.net,"Strategie, Konzept und Design aus Berlin – Branding, Editorial, Corporate, Web"
https://astridkraniger.com,Media Artist &amp; Designer
https://huiteh.net,Sinhui Teh 郑欣慧 is a Kuala Lumpur &amp; Dublin based independent Graphic Designer.&nbsp; Currnetly in KL. Working primarily in the cultural field on...
http://dov-ganchrow.com,"Dov Ganchrow is a product designer and senior lecturer in the Industrial Design Department at the Bezalel Academy of Arts and Design, Jerusalem, Israel"
https://www.selfcontrolfreak.com,"selfcontrolfreak, interactive video, self control freak, Oli4, Olivier Otten, interactive, interactive designer, interface design"
https://wangsoderstrom.com,Wang &amp; Söderström is a Copenhagen based art and design practice with a focus on digital / physical explorations.
https://originaltype.com,"Typeface, Type design, Type foundry, Font, Typography"
http://frnsys.com,"Francis Tseng is a designer &amp; developer working with simulation, machine learning, etc"
https://www.acolorbright.com,"As a partner to companies ranging from local startups to global consumer brands, we focus on three areas: product discovery, UX/UI design and engineering and brand development with a digital mindset."
https://joshuasoehn.com,"Designer based in Berlin, Germany. My expertise is designing everything from brand identities to apps, prototyping, coding and product management."
https://www.field.io,"FIELD.IO, art and technology, generative design, interactive installation"
http://bewe.me,Design + programming
https://jonathansplitlog.com,"Jonathan Splitlog is a designer and creative director in Atlanta, GA."
http://luizadale.com,"Luiza Dale is an  independent graphic designer based in New Haven, CT."
http://www.willmacneil.com,"Portfolio site for Will MacNeil - director, designer and animator based in London, UK."
https://www.makeitdoathing.com,"Dan Moore is an Artist, Designer, and Technologist"
http://tomkail.com,"Online portfolio of Tom Kail, game designer and developer based in Bournemouth, UK."
https://szymonkaliski.com,I design and develop digital tools and data-driven interfaces
https://3milychu.github.io,emily is a data &amp; interaction designer
https://ertdfgcvb.xyz,"Studio for design and code based in Lugano, Switzerland."
http://knoth-renner.com,"Collaborating since 2011 and located in Berlin and Leipzig, Christoph Knoth &amp; Konrad Renner work on the intersection of digital culture and graphic design."
https://onformative.com,"Interactive media installations, generative design and data-driven narratives, at the intersection of art, design and technology."
https://parentcompa.nyc,"Parent Company © is a multi-dimensional design firm creating unique visual, sonic, and interactive experiences."
https://www.tsto.org,"Tsto is a graphic design studio founded in 2010, with a focus on visual identities, publications, websites, motion &amp; typography. In addition to our team, we regularly work with an extensive network of collaborators from different fields. "
https://moritzebeling.com,"Graphic Designer and Visual Programmer based in Weimar, Germany."
https://johncaserta.com,"John Caserta is a designer and educator based in Providence, R.I."
https://kenjitomita.com,Kenji Tomita Designer living in SF/USA
https://www.productiontype.com,"Production Type is a digital type design agency. Our activities span from the exclusive online distribution of retail type for design professionals, to the creation of custom typefaces for the industrial, luxury, and media sectors."
https://www.beeple-crap.com,"BEEPLE is Mike Winkelmann. A graphic designer from Charleston, SC, USA who does a variety of digital artwork including short films, Creative Commons VJ loops, everydays and VR / AR work. He’s working on making it suck less every day"
http://www.gabeferreira.com,Gabe Ferreira is a multidisciplinary designer.
https://archive.eric.young.li,Eric Li is a software developer and graphic designer.
https://stu-b-io.com,"stubio, studio, design, fashion, art, clothing, workshop, collaboration, contemporary art, modern"
https://roelwouters.com,"Roel works as an independent conditional designer / director in the field of interaction, media design and film."
https://robertschnuell.de,"Robert Schnüll is a Creative Technologist and Interaction Designer. His work is mainly related to working interdisciplinary and collaborative where he covers the fields of coding, physical computing, rapid prototyping and designing processes."
https://marthahipley.com,"new media art, contemporary art, interaction design, visual art, digital art, web development, web design"
https://hawraf.com,"HAWRAF is a new design studio. They create work that deals with communication, interaction, and creative accessibility."
https://hyejinsong.me,"Hyejin Song is a graphic designer working in identity system, motion graphics, and illustration. She recently graduated from School of Visual Arts. Previously she..."
https://intervall.io,"We are designers, makers and consultants in the age of Digital Transformation."
https://pangrampangram.com,We are dedicated to making quality typefaces that can be used in everyday designs and projects. All our fonts are free to try.
https://public-office.info,Public Office is a collaborative design &amp; development practice focusing on the intersection of physical and digital publishing.
http://p-m.site,Paul Mylecharane (b.1974) is a graphic designer and educator whose practice focuses mainly on the intersection of physical and digital publishing and its relationship to the archive.
https://phong.com,"Specializing in full stack development for interactive apps, design, software engineering, and motion graphics since 1998."
https://napoleon.services,Napoleon Services is a virtual design and development studio.
http://www.berndgrether.com,"Bernd Grether, Grafikdesign, Berlin"
https://moreandmoreltd.com,"Launched in 2016, More and More is a motion and design studio founded by Carl Burgess and Tom Darracott. The London based studio has a strong design-led approach, developing film and 3d imagery with a distinctive and unexpected tone of voice. Utilising new technologies to create forward looking visual communication, the philosophy is to unify design, production and direction under one roof to produce the most responsive and effective work."
https://trulytype.com,"beginning graphic design typography, trulytype, truly type, trulytype.com, modern, geometric, grotesque, modest, super family, modernism, font, font typeface, free typeface, typeface logo, typeface design, serif typeface, fonts google, fonts free, download fonts, free font, best fonts, clean, serif, transitional, legible, heavy, elegant, sans-serif, trulytype.com, calligraphic, formal, art deco, faith, sharp, humanist, wide, narrow, flair, script, high x-height, netherlands, serif, magazine, neutral, slab serif, headline, bauhaus"
https://rfws.de,"Robert Schnüll is a Creative Technologist and Interaction Designer. His work is mainly related to working interdisciplinary and collaborative where he covers the fields of coding, physical computing, rapid prototyping and designing processes."
https://laurabrown.studio,"Laura Brown designs and builds bespoke websites for creative brands, artists, galleries, and design companies."
https://desmondwong.com,Typeface design and lettering
https://ungroup.group,"ungroup is a Berlin-based creative practice engaged in design, research and programming."
https://www.son-la.co,Son La Pham Graphic Design and Technology Berlin
https://variable.io,"Variable is a generative design and data visualisation studio based in London, UK. We blend design, software and aesthetics emerging from data, processes and human behaviour."
https://www.daltonmaag.com,"Dalton Maag, Bruno Maag, Typefaces, Font Designers, Font Families, Aktiv Grotesk, Interface, Effra, Web Fonts, Trials, Modifications, Refinements, Custom"
https://brendandawes.com,Interaction Design
https://lgkallday.co.uk,"💚💙 Luke Greenaway is a freelance web &amp; digital designer based in Brighton, UK with over 12 years industry experience in website design/development, UI &amp; UX, web product design, creative direction &amp; consultancy."
https://www.atipofoundry.com,an independent digital typeface foundry and graphic design studio
https://pastorplaczek.com,Design studio crafting digital experiences at the nexus of art and speculative design.
https://ueberdosis.io,"Team with design competence, experience and passion. We create successful corporate websites, outstanding apps and impressive web applications."
https://flow-control.io,Empowering human cognition through design and technology.
https://underscoretype.com,"Underscore is an independent publisher of quality digital typefaces, retail fonts and bespoke type design solutions."
https://hyam.de,"We ideate, create and build digital products and services that people love. hy.am studios – a creative agency and digital design studio based in Berlin."
https://workingnotworking.com,"outstanding, efficient, whimsical, Bomie is an independent freelance designer with specialties in smart and detail-oriented visual solutions, powerful ideas, and so much passion for fun. Looking for opportunities that require serious amount of caring and quality. Previously at Casper and Apple."
https://pizzapizza.io,"Pizza Pizza is a digital product studio modeled on the two-pizza-rule, based in Berlin. We offer digital product design, branding, marketing and development services."
https://rckt.com,Pixel but people. Design but thinking. Artificial but intelligent. Consultancy but agency. Find out how we make it work.
http://www.fileunderpopular.com,"generative art,process based design,creative coding"
https://www.adamho.com,"Adam Ho is graphic and interaction designer, based in Brooklyn, New York."
https://reiner.design,Freelance design engineer based in Berlin.
https://wenzeldaniel.com,"Daniel Wenzel, graphic and type design, specialised in utilizing animation-tools and code."
https://chevalvert.fr,"Chevalvert est un studio de design graphique, typographique et interactif."
http://christopherlacy.co.uk,"Designing, making and organising by Chris Lacy."
https://samuelhewitt.com,"Sam Hewitt, Human Interface Designer"
https://56.digital,A boutique design studio based in Toronto specializing in art direction and digital experiences.
https://www.aarongilmore.com,Aaron Gilmore is a designer and developer based in Ireland
https://www.absentees.co,Digital designer/developer based in Sydney NSW.
https://random.studio,"Random Studio is an experience design studio. We are an international team of visual artists, strategists and engineers who blur the boundaries between art, design and technology."
https://abcdinamo.com,"DINAMO is a Swiss design practice established by Johannes Breyer and Fabian Harb. We’re interested in the overlap between graphic design production,…"
https://robert-janes.com,Robert Janes is a Type Designer and Engineer.
https://www.patrik-huebner.com,"Generative Design and Creative Coding for brands, agencies and cultural institutions. A fusion of storytelling, experience and branding with algorithms, human interaction, data, artificial intelligence and programming."
https://hanli.eu,"Hanzer Liccini, Studio for graphic design and typography"
https://waf.gmbh,WAF GMBH proposes a more effective model for designing and implementing digital platforms.
https://timrausch.de,Tim Rausch is a hamburg based graphic design and code writer
https://markfromberg.com,"Typeface Design, Type, Python, Programming, Tool, Development, Letters, Lettering, Illustration, Graphic Design, Corporate Design, Book Design, Typography"
https://www.field.systems,"FIELD.SYSTEMS, art and technology, generative design, interactive installation, brand art, generative brand design system"
https://www.gabischillig.de,"Gabi Schillig, Architecture, Communication Design, Conceptual Design, Spaces of Communication, Exhibition, Material, Research, Dialogical Spaces, Professor, Spatial Design, Berlin, Düsseldorf"
http://roxaboxen.us,Roxaboxen is a California-based design studio specializing in typefaces and identity systems.
https://www.quality-wolves.com,Our company provides high-quality design and development services. We specialize in creating innovative and marketable products that help businesses grow.
https://matthewragan.com,Media Maker and Interactive System Designer
https://web3000.net,web3000 is a web design and development studio based in Berlin
https://andreasfaust.de,Andreas Faust is a Berlin-based Graphic and Type Designer and Web­developer. He works as Creative Director for the german Edition of Jacobin Magazine and is Partner at Open Foundry.
https://intmagic.com,"International Magic is an experience design studio, creating new modes of interaction and visual communication. We believe in the power to entertain and innovate for the next generation."
https://andirueckel.com,"aesthetics, computation, design, development, gestaltung, graphic, interaction, interface, new media, prototyping, research, typography, visual, web"
http://gregorfinger.de,"this site provides a quick overview of gregor finger as designer and creative technologist, some would call it art"
https://www.foreignobjects.net,"design, consultancy, NEW INC, MIT, Media Lab, ACT, decentralization, Kallirroi, Retzepi, Agnes Cameron, Ghantous, Zhexi, architecture, software"
https://merani.cc,"Media Artist, Creative Technologist and Designer from Berlin"
https://in-no-particular-order.info,"design, information design, graphic design, spreadsheet, innoparticularorer, in no particular order,"
https://maxitype.com,"Maxitype is a collaborative platform to encourage type design research. We offer retail and bespoke typefaces, paying special attention to contemporary visual languages and historical knowledge."
https://haukeirrgang.com,Designer and Typographer from Berlin
https://mtwtf.com,"MTWTF is a design studio that creates communication platforms for cultural, commercial, educational, and civic clients."
https://newtendency.com,Contemporary Design Furniture for Your Home and Office
https://www.lust.nl,"LUST / Typography, Design &amp; Propaganda. Graphic design studio in The Hague, Netherlands. Design philosophy revolves around Process-based Design, Information &amp; Interactive Systems, Communication Structures &amp; Networks."
https://n-m.world,"Neo-Metabolism is a planetary research, design and life practice."
https://grafik.co.nz,Designer / Developer
https://vinzenzaubry.com,Digital archive of media artist and designer Vinzenz Aubry.
https://alright.studio,"Since 2017, Alright Studio is a deliberate and dynamic, full-service creative agency with a design &amp; technology focus. Based in Brooklyn, NY operating globally."
https://studiodumbar.com,"Studio Dumbar/DEPT® is an international design agency specialised in visual branding and online branding, located in Rotterdam."
https://ttato.design,We work hand in hand with talented designers from around the world to create beautiful and timeless products.
https://taliacotton.com,"Talia Cotton is a designer, coder, and educator who specializes in the intersection of brand identities and technology. She is leads the design and development of data-driven and algorithmic brand identities and websites at Pentagram in New York City, and teaches Core Interaction at Parsons School of Design."
https://www.yonk.online,"Hello there! We are YONK, a 3D studio based in The Hague (NL). We specialise in using Virtual Reality sculpting software to create 3D character design and animations to be used in advertising, video clips, identity, face filters and a lot more. This tool has helped us develop a unique maximalist and whimsical style paired with tangible textures and vivid colours. We aim to create work that steers away from conventional 3D and is entirely playful, dream-like and sometimes, damn right weird!"
https://haha.services,A FULL SERVICE DESIGN AND DEVELOPEMENT STUDIO IN NYC
https://armarchitecture.com.au,"ARM Architecture is an award-winning architecture, urban design and interior design practice. We work around Australia and are known for our scholarship and creativity. We enrich our design work by incorporating aspects of each project’s culture, environment, history and character as well as its purpose. The outcomes are individual and distinctive. Each could exist nowhere else, and for nobody else."
https://www.metalab.com,"MetaLab helps some of the world’s top companies—like Slack and Google—design, build, and ship amazing products and services."
https://anthonyzukofsky.com,"ANTHONY ZUKOFSKY (b.1992) (he/him) is a graphic designer, educator and writer in New York, NY, building dynamic identity systems and interactive projects for..."
http://www.hansje.net,"Graphic designer Hansje van Halem (1978, pronunciation: [hans-yeh]) gathered recognition with her distinctive typography and geometric, almost psychedelic..."
http://hansje.net,"graphic design, typography, pattern, type"
https://portorocha.com,PORTO ROCHA is a New York-based design and branding agency developing creative and strategic work that engages deeply with the world we live in.
https://wildcosmos.studio,"Brand Strategy &nbsp; &nbsp;Graphic Design &nbsp; &nbsp;Community &nbsp; &nbsp; Wild Cosmos is a story-driven creative studio based in Malmö, Sweden.&nbsp; ( OUR..."
https://tautau.co,"Product Designer fluent with UX &amp; UI, running collaborative design workshops and user testing. Able to communicate design ideas and prototype with open web programming languages. Experienced in branding  and development of visual identities."
https://laurelschwulst.com,"Artist, writer, &amp; professor creating special environments for curiosity, learning, and reflecting. Currently teaching 'Graphic Design: Link' at Princeton."
http://www.pieterjangrandry.com,Berlin based graphic designer from Belgium
https://lydiawhite.info,"Lydia White is lead product designer at Tumblr, Inc in New York City. She also takes pictures and runs a half dome retreat called the Shell House."
http://www.createwithmalte.de,"Malte Weber is a Designer from Berlin. He is working at the intersection between Computer Science, Psychology and Design."
https://ewalthert.com,"Edgar Walthert's studio practice is typedesign while still maintaining a strong interest in graphic design. His strengths are at their best in combination, for instance, when a corporate identity benefits from a cutsom typeface."
https://dirk-erdmann.com,"Interaction Designer living in the quarantine world. Mostly motion, sonic and visual experiences. New Media student at the UdK Berlin."
https://studio-sml.com,"Studio S/M/L ist ein in Berlin ansässiges Gestaltungsbüro, spezialisiert auf Corporate Design, Editorial Design und kreative Designstrategien."
https://www.markuslerner.com,"Interaction Designer, Creative Coder"
https://y-u-k-i-k-o.com,"Yukiko is a Berlin-based creative agency specialising in creative direction, art direction, brand strategy, concept generation and graphic design for commercial and cultural clients alike."
https://2x4.org,"We develop brand strategy, content, and design systems for creative partners everywhere."
https://www.xxix.co,"Twenty Nine is a design and technology studio building brands, products, and experiences based mostly in New York City and Berlin."
https://localprojects.com,"Local Projects is an exhibition and media design firm for museums and public spaces. While innovation drives much of today’s design, we’re interested in creating projects that endure."
https://jansindler.com,"jansindler.com, Type, Jan, Šindler, Design, RoboFont, code, Czechia, Haag, Prague, Netherlands, KABK, Type and Media, TM, TM2020, Afrikola, Integra, rotor, variable, VTT, hinting"
https://troyleinster.com,Troy Leinster is an Australian typeface designer working in New York City.
https://nicholaschristowitz.com,Nicholas Christowitz is a graphic designer. He's one half of Http Studio and one third of Father Coffee. Berlin and busy.
https://mad.ac,"MAD designs and develops digital products. We're a team of strategists, designers and technologists that unlocks creative potential in progressive organisations."
https://http.studio,Design and development for glowing rectangles
https://www.hi-malta.com,This is Romina Malta's professional site. She is an art director with focus on illustration and sound design. 
http://www.wearecomposite.co,We design things that captivate and engage real people.
https://wkshps.com,"Wkshps is a multidisciplinary design workshop that crafts identities for art institutions, public spaces, non-profits, and global brands alike."
https://noideas.website,"No Ideas is a graphic design studio in Brooklyn, New York. We create identities, websites, printed matter, editorial design and art direction for commercial and cultural clients."
https://othermeans.us,Other Means is a graphic design studio in New York.
https://www.wearecollins.com,COLLINS is a brand experience design company based in New York and San Francisco.
https://buck.co,"BUCK is a global creative company that brings brands, stories, and experiences to life through art, design, and technology."
https://bewe.me,Design + programming
https://designsystems.international,Deeply technical design studio where communications meet systematic principles.
https://dashdigital.studio,"Designed to engage. Built to connect. Driven by research &amp; strategy, we're a digital design studio that helps reimagine how customers connect to your brand."
https://joschabruening.eu,This is the Portfolio of Joscha Bruening. He is a very good Designer. Some say even the best.
https://www.jonathansplitlog.com,"Jonathan Splitlog is a product designer and collaborator in Chicago, IL working at Instrument on interface design for Google. Work Interface Design"
https://underware.nl,"Zealotry wouldn’t be an inappropriate collective noun for Underware. They not only design typefaces, they live type — they educate about type, they publish about type, they talk about type, they want (and organise) others to talk about type."
https://bb.agency,"We are a full-service creative agency specialized in crafting human-centric digital experiences. Our process includes services such as branding, user experience and user interface design with frontend development and cms integration."
http://alexchavot.fr,"alex,Alex,ALEX,chavot,Chavot,CHAVOT,ENSBA,Lyon,portfolio,graphiste,graphisme,indépendant,indépendant,typo,typographie,typeface,graphic,design,poster,affiches,photo,photographie"
https://portfolio-dananthony.vercel.app,Web designer and front-end web developer
https://paperfox.com.au,Web Design | Web Development | Berlin | Melbourne
https://www.lo-ol.design,"LO-OL type is a studio specialised in Latin, Hangeul and visual design revolving around typography and type design. The studio is located in Geneva, Switzerland."
