,url,text,x,y
50,http://franrios.com,"Fran Rios is a cinematographer based in Barcelona. His commercial work includes pieces for renowned production companies like Canada, O and Sofa Experience.",21.427616,2.242423
51,https://morphocode.com,an interdisciplinary architectural practice,22.247179,3.4252403
52,http://mihaicernusca.com,"Mihai Cernusca is a freelance Digital Product Designer and Developer based in Brooklyn, NY",22.880486,3.008332
53,http://ezramiller.biz,Ezra Miller: Enterprise Solutions,22.66798,3.393229
54,https://benedikt-gross.de,Portfolio Website of Benedikt Groß,18.043036,2.4008238
55,http://senseable.mit.edu,Urban imagination and social innovation through design &amp; science,20.426998,2.2014136
56,http://www.zhestkov.com,"Design, Art direction, Animation",19.021534,2.6094236
57,https://proxi.me,"Proxi.me offers expertise in various disciplines, including art direction, editorial, corporate and interior design, websites and scenography as well as conceptual creation and strategic brand escort.",22.243202,3.2609391
58,https://jamespants.com,The #1 source for James Pants and James Singleton related content,20.626793,2.306421
59,http://paralleluniver.se,"Steph Davidson, motion, digital, and illustration, art director, Bloomberg",21.667484,2.9418073
60,https://www.gillesdebrock.nl,test,19.60102,3.0422616
61,http://urmston.xyz,"Will Urmston • Design, sound, and code for a better internet • See his work here",18.343895,1.576547
62,https://dvtk.us,DVTK is a London-based creative studio. We create immersive and playful digital experiences that push the boundaries of modern storytelling.,20.76085,4.5058103
63,https://ufomammoot.de,We are an independent digital agency based in Berlin providing innovative &amp; creative concepts for brands.,21.265514,3.4130359
64,https://www.ruieduardo.com,"Rui Eduardo. Design, Systems and Experiences Development.",21.622648,4.3533797
65,https://artcom.de,"ART+COM gestaltet und entwickelt innovative mediale Installationen, Räume und Architekturen.",19.349789,4.117976
66,http://kohlberger.net,"This is a dance between your brain and the world. A hallucinatory figure of information that speaks on the threshold of being. We are bathed in interferences from sensual data to what might be out there. We will go to another land, we will try another sea. One plus one equals three.",21.981588,2.6247725
67,https://bennelsen.com,"Ben Nelsen is a graphic designer based in Pittsburgh, PA.",19.59566,3.6937914
68,http://therodina-backstage.tumblr.com,"The Rodina (*2010, www.therodina.com) is a visual communication studio. Founded by independent Czech designers and researchers Tereza and Vit Ruller. Currently based in Amsterdam, NL.",19.741575,4.736214
69,https://www.abcdinamo.com,"DINAMO is a Swiss design practice established by Johannes Breyer and Fabian Harb. We’re interested in the overlap between graphic design production, bespoke or retail typefaces and technology. More recently also how these things can translate into physical objects.",21.723576,0.9360565
70,https://frnsys.com,"Francis Tseng is a designer &amp; developer working with simulation, machine learning, etc",19.907734,2.9421086
71,http://www.geckelermichels.com,"David Geckeler and Frank Michels established their Berlin based design studio in 2013. Areas of work include furniture, lighting, products and spaces. The research-led practice focuses on autonomous in-house studies, as well as creative direction and product collections for their clients, whilst also producing editions and one-offs.",20.986036,3.259435
72,http://stewartsmith.io,"Stewart Smith is a creative polymath making virtual reality and more in Brooklyn, New York.",22.313076,3.1946309
73,http://neuemodern.com,Portfolio of James Hicks,21.785515,2.7424424
74,https://amf.fyi,Cargo,22.179794,1.569922
76,https://scherabon.com,Visual Artist &amp; designer,22.359686,3.1777928
77,https://timrodenbroeker.de,creative coding = unexplored territories,20.783234,3.133266
78,http://roberthodgin.com,Portfolio,22.279387,3.7121768
79,https://rarevolume.com,A Design &amp; Technology Studio in New York City,18.059265,2.1968162
80,http://andrevv.com,Portfolio of freelance web designer and developer in Berlin.,21.648138,1.2901678
81,http://magicandpasta.space,"What began as a relatively calm, smog-filled Saturday afternoon soon traversed into messy, vengeful, scream-worthy territory.",22.571142,3.5229223
82,https://www.patrickhebron.com,"A technologist focusing on the emerging intersections between machine learning, design tools, programming languages and operating systems.",18.80157,1.5551374
83,https://maxbittker.com,Max's website,21.7939,0.9902294
84,https://kimalbrecht.com,"CV of knowledge designer and aesthetic researcher Kim Albrecht, exploring the boundaries of visual knowledge in the post-digital age.",18.747011,2.402537
85,http://chloescheffe.github.io,"Graphic design, etc.",21.917625,2.785619
86,http://www.operative.space,Operative Space offers design services for print and digital communications as well as collaborative approaches for ideation and research,21.473944,3.1775508
87,http://charlotterohde.de,"visual communication, research and juicy typefaces",20.188442,1.3579965
88,http://bettywang.net,work,20.40525,0.9183539
89,https://frankrausch.com,Frank Rausch is a user interface typographer. He designs and develops apps for iOS.,17.323141,3.8611312
90,http://www.philippneumeyer.com,"Ruediger aka Philipp Neumeyer is a professional ballet dancer, mediocre type designer and wannabe typographer. ",20.941986,1.7552623
91,https://folder.studio,"Visual identities, websites, publications and other printed and digital matter for cultural and commercial clients.",21.94736,2.2450414
92,https://lust.nl,"LUST / Typography, Design &amp; Propaganda. Graphic design studio in The Hague, Netherlands. Design philosophy revolves around Process-based Design, Information &amp; Interactive Systems, Communication Structures &amp; Networks.",22.63512,3.4181607
93,https://foam.studio,a commercial layer by zeitguised,18.95764,4.446989
94,https://ollybromham.com,A website.,18.891254,2.29349
95,https://unfun.de,"unfun is a creative studio. We conceptualize, design and code all kinds of projects for brands, artists and ourselves. Shout out to the classics, but we work in 3018.",22.433306,3.500103
96,https://alsino.io,My name is Alsino. I design and build maps and digital interfaces.,19.12136,1.0961576
97,http://mfowler.info,Max Fowler | Freelancer,22.089617,2.971558
98,https://process.studio,"Process is a studio for Art and Design based in Vienna that works in interactive audio-visual installations, graphic design and software development.",22.308731,3.6511557
99,http://www.fabianhart.com,kommentiert Moden und andere Ausdrucksmedien,18.942463,3.8213305
100,http://andrevv.com,Portfolio of freelance web designer and developer in Berlin.,21.613943,1.2467105
101,http://departmentofnewrealities.com,"The Department of New Realities is a future-forward creative unit within Wieden+Kennedy Amsterdam. Melding technology, 3D, culture, theatrics, experiences and the senses, we create new types of consumer engagement that build brands and businesses.",20.666058,3.3577728
102,http://www.leeeeza.com,"Elizaveta (LEEZA) Pritychenko portfolio. Graphic Design, media art, interactive, VR, 3D, animation, VJing, hoaxes, visuals",22.43771,1.8320407
103,http://www.teuberkohlhoff.com,Contemporary Textile Design &amp; Graphic Design Studio based in Berlin,21.775753,3.165828
104,https://efoucher.studio,Émile Foucher is a graphic designer currently based in Montréal.,21.103985,3.8064327
105,https://www.iksi.eu,"IKSI makes websites with HTML, CSS and JavaScript.",22.872295,2.9471238
106,https://carla-karlis.ch,Practice for graphic design and web development.,21.75434,4.0301433
107,https://ricky.codes,online wwwebsite of software developer Ricky Miller,20.267977,3.1611624
108,https://nemesis.global,"Nemesis is an alternative design and strategy consultancy founded in 2017 by Emily Segal and Martti Kalliala, with nodes in Berlin, New York and Helsinki.",20.06722,4.207487
109,https://special-offer.studio,A design &amp; development office managed by Brent David Freaney,18.585197,1.8411183
110,https://super.asdf.af,"Süpèr is a Swiss digital design studio established in 2011 by Daniel Stutz, working and teaching at the intersection of graphic design and web development.",19.208473,3.5167193
111,http://brendandawes.com,"Brendan Dawes is a designer exploring the interaction of objects, people, technology and art using form and code with an eclectic mix of digital and analog materials.",18.811487,1.4968109
112,http://ewalthert.com,Edgar Walthert is a Swiss type– and graphic–designer based in Amsterdam. He works across a spectrum of design-fields with a focus on logotypes and music.,21.981731,2.6491435
113,http://www.ralph-schulz.com,Ralph Schulz · Arbeiten / Works · Vita / CV · News · Kontakt / Contact,22.237658,2.9273033
114,https://www.thomasschnur.com,Thomas Schnur / German based Product Designer,22.00589,3.413716
115,http://www.berndgrether.de,"Bernd Grether, Grafikdesign, Berlin",22.00667,3.49038
116,https://staltz.com,Open Source Freelancer,18.46088,1.8195207
117,http://davidbenski.com,Eine weitere WordPress-Seite,19.028343,2.2630239
118,https://andreasdzialocha.com,"Andreas Dzialocha is an electric bass player, producer, composer and developer. His work consists of both digital and physical environments, spaces, festivals, software or platforms for participants and listeners",17.75265,2.3315585
119,https://www.cameronyick.us,Cameron Yick is a developer and designer studying Computer Science at Yale University. He posts his projects and tutorials on this site. Find him on Github and Twitter as @hydrosquall.,18.448984,4.622775
120,https://www.pentagram.com,"Pentagram is the world’s largest independent design consultancy. The firm is owned and run by 24 partners, each of whom are leaders in their individual fields.",22.38092,2.0726302
121,https://earthly.studio,Earthly is alive and listening. Always searching and connecting. Engaging. Mutually exchanging. Being and becoming Earthly. Earthly is an exploratory design and research studio at the margins of the real and the realizable.,20.179825,1.9672804
122,https://efoucher.studio,Émile Foucher est un artiste et designer basé à Montréal. Son approche créative est un hybride alimenté par la recherche et l’expérimentation.,21.922932,4.4775558
124,http://www.jonathonyule.com,Jonathon Yule is a Canadian graphic designer based in Toronto.,18.547014,0.9432245
125,https://www.grafikladen.net,"Strategie, Konzept und Design aus Berlin – Branding, Editorial, Corporate, Web",19.554644,2.0526426
126,https://astridkraniger.com,Media Artist &amp; Designer,19.658646,1.1751486
127,https://huiteh.net,Sinhui Teh 郑欣慧 is a Kuala Lumpur &amp; Dublin based independent Graphic Designer.&nbsp; Currnetly in KL. Working primarily in the cultural field on...,17.7169,3.247468
128,http://dov-ganchrow.com,"Dov Ganchrow is a product designer and senior lecturer in the Industrial Design Department at the Bezalel Academy of Arts and Design, Jerusalem, Israel",20.531113,4.5836825
129,https://www.selfcontrolfreak.com,"selfcontrolfreak, interactive video, self control freak, Oli4, Olivier Otten, interactive, interactive designer, interface design",21.729958,0.97296673
130,https://wangsoderstrom.com,Wang &amp; Söderström is a Copenhagen based art and design practice with a focus on digital / physical explorations.,19.159166,4.074736
131,https://originaltype.com,"Typeface, Type design, Type foundry, Font, Typography",19.118744,2.7473578
132,http://frnsys.com,"Francis Tseng is a designer &amp; developer working with simulation, machine learning, etc",18.732422,0.9384838
133,https://www.acolorbright.com,"As a partner to companies ranging from local startups to global consumer brands, we focus on three areas: product discovery, UX/UI design and engineering and brand development with a digital mindset.",21.905735,1.7973663
134,https://joshuasoehn.com,"Designer based in Berlin, Germany. My expertise is designing everything from brand identities to apps, prototyping, coding and product management.",21.856363,2.4940417
135,https://www.field.io,"FIELD.IO, art and technology, generative design, interactive installation",21.02607,4.2387457
136,http://bewe.me,Design + programming,21.527227,1.5751493
137,https://jonathansplitlog.com,"Jonathan Splitlog is a designer and creative director in Atlanta, GA.",22.295433,1.353159
138,http://luizadale.com,"Luiza Dale is an  independent graphic designer based in New Haven, CT.",21.553335,1.1592145
139,http://www.willmacneil.com,"Portfolio site for Will MacNeil - director, designer and animator based in London, UK.",18.470175,2.5207975
140,https://www.makeitdoathing.com,"Dan Moore is an Artist, Designer, and Technologist",21.252348,2.3916767
141,http://tomkail.com,"Online portfolio of Tom Kail, game designer and developer based in Bournemouth, UK.",21.097574,2.485015
142,https://szymonkaliski.com,I design and develop digital tools and data-driven interfaces,18.629486,4.295942
143,https://3milychu.github.io,emily is a data &amp; interaction designer,19.072586,1.163439
144,https://ertdfgcvb.xyz,"Studio for design and code based in Lugano, Switzerland.",20.167902,3.8492618
145,http://knoth-renner.com,"Collaborating since 2011 and located in Berlin and Leipzig, Christoph Knoth &amp; Konrad Renner work on the intersection of digital culture and graphic design.",17.655493,4.0842733
146,https://onformative.com,"Interactive media installations, generative design and data-driven narratives, at the intersection of art, design and technology.",21.698042,2.1458814
147,https://parentcompa.nyc,"Parent Company © is a multi-dimensional design firm creating unique visual, sonic, and interactive experiences.",22.71019,2.328485
148,https://www.tsto.org,"Tsto is a graphic design studio founded in 2010, with a focus on visual identities, publications, websites, motion &amp; typography. In addition to our team, we regularly work with an extensive network of collaborators from different fields. ",22.082273,2.7345538
149,https://moritzebeling.com,"Graphic Designer and Visual Programmer based in Weimar, Germany.",19.435944,2.4196942
150,https://johncaserta.com,"John Caserta is a designer and educator based in Providence, R.I.",20.013763,2.6517415
151,https://kenjitomita.com,Kenji Tomita Designer living in SF/USA,22.015133,2.7244456
152,https://www.productiontype.com,"Production Type is a digital type design agency. Our activities span from the exclusive online distribution of retail type for design professionals, to the creation of custom typefaces for the industrial, luxury, and media sectors.",22.134007,3.668943
153,https://www.beeple-crap.com,"BEEPLE is Mike Winkelmann. A graphic designer from Charleston, SC, USA who does a variety of digital artwork including short films, Creative Commons VJ loops, everydays and VR / AR work. He’s working on making it suck less every day",20.445719,3.5699265
154,http://www.gabeferreira.com,Gabe Ferreira is a multidisciplinary designer.,18.689365,0.958529
155,https://archive.eric.young.li,Eric Li is a software developer and graphic designer.,19.10247,2.746008
156,https://stu-b-io.com,"stubio, studio, design, fashion, art, clothing, workshop, collaboration, contemporary art, modern",20.47138,3.4078138
157,https://roelwouters.com,"Roel works as an independent conditional designer / director in the field of interaction, media design and film.",20.974516,2.4083207
158,https://robertschnuell.de,"Robert Schnüll is a Creative Technologist and Interaction Designer. His work is mainly related to working interdisciplinary and collaborative where he covers the fields of coding, physical computing, rapid prototyping and designing processes.",19.848791,1.6748765
159,https://marthahipley.com,"new media art, contemporary art, interaction design, visual art, digital art, web development, web design",19.102272,1.7185339
160,https://hawraf.com,"HAWRAF is a new design studio. They create work that deals with communication, interaction, and creative accessibility.",19.329353,4.473667
161,https://hyejinsong.me,"Hyejin Song is a graphic designer working in identity system, motion graphics, and illustration. She recently graduated from School of Visual Arts. Previously she...",19.865288,3.0295577
162,https://intervall.io,"We are designers, makers and consultants in the age of Digital Transformation.",19.437279,2.8225904
163,https://pangrampangram.com,We are dedicated to making quality typefaces that can be used in everyday designs and projects. All our fonts are free to try.,20.655237,2.717839
164,https://public-office.info,Public Office is a collaborative design &amp; development practice focusing on the intersection of physical and digital publishing.,21.072063,3.5898511
165,http://p-m.site,Paul Mylecharane (b.1974) is a graphic designer and educator whose practice focuses mainly on the intersection of physical and digital publishing and its relationship to the archive.,22.416935,2.9796472
166,https://phong.com,"Specializing in full stack development for interactive apps, design, software engineering, and motion graphics since 1998.",19.620628,2.031439
167,https://napoleon.services,Napoleon Services is a virtual design and development studio.,20.092333,4.6662397
168,http://www.berndgrether.com,"Bernd Grether, Grafikdesign, Berlin",19.07473,2.7664526
169,https://moreandmoreltd.com,"Launched in 2016, More and More is a motion and design studio founded by Carl Burgess and Tom Darracott. The London based studio has a strong design-led approach, developing film and 3d imagery with a distinctive and unexpected tone of voice. Utilising new technologies to create forward looking visual communication, the philosophy is to unify design, production and direction under one roof to produce the most responsive and effective work.",17.431313,2.1856112
170,https://trulytype.com,"beginning graphic design typography, trulytype, truly type, trulytype.com, modern, geometric, grotesque, modest, super family, modernism, font, font typeface, free typeface, typeface logo, typeface design, serif typeface, fonts google, fonts free, download fonts, free font, best fonts, clean, serif, transitional, legible, heavy, elegant, sans-serif, trulytype.com, calligraphic, formal, art deco, faith, sharp, humanist, wide, narrow, flair, script, high x-height, netherlands, serif, magazine, neutral, slab serif, headline, bauhaus",21.063087,4.8430986
171,https://rfws.de,"Robert Schnüll is a Creative Technologist and Interaction Designer. His work is mainly related to working interdisciplinary and collaborative where he covers the fields of coding, physical computing, rapid prototyping and designing processes.",21.96341,1.7860521
172,https://laurabrown.studio,"Laura Brown designs and builds bespoke websites for creative brands, artists, galleries, and design companies.",22.350685,2.1715183
173,https://desmondwong.com,Typeface design and lettering,21.122814,1.1731873
174,https://ungroup.group,"ungroup is a Berlin-based creative practice engaged in design, research and programming.",20.462065,4.8849854
175,https://www.son-la.co,Son La Pham Graphic Design and Technology Berlin,21.275358,2.6924548
176,https://variable.io,"Variable is a generative design and data visualisation studio based in London, UK. We blend design, software and aesthetics emerging from data, processes and human behaviour.",22.176079,3.8915126
177,https://www.daltonmaag.com,"Dalton Maag, Bruno Maag, Typefaces, Font Designers, Font Families, Aktiv Grotesk, Interface, Effra, Web Fonts, Trials, Modifications, Refinements, Custom",20.577356,4.6429176
178,https://brendandawes.com,Interaction Design,18.855082,4.8167343
179,https://lgkallday.co.uk,"💚💙 Luke Greenaway is a freelance web &amp; digital designer based in Brighton, UK with over 12 years industry experience in website design/development, UI &amp; UX, web product design, creative direction &amp; consultancy.",17.959171,3.1122038
180,https://www.atipofoundry.com,an independent digital typeface foundry and graphic design studio,21.261522,1.6285136
181,https://pastorplaczek.com,Design studio crafting digital experiences at the nexus of art and speculative design.,20.247286,5.10264
182,https://ueberdosis.io,"Team with design competence, experience and passion. We create successful corporate websites, outstanding apps and impressive web applications.",19.981783,3.8479288
183,https://flow-control.io,Empowering human cognition through design and technology.,18.240633,3.167616
184,https://underscoretype.com,"Underscore is an independent publisher of quality digital typefaces, retail fonts and bespoke type design solutions.",20.44335,4.2086477
185,https://hyam.de,"We ideate, create and build digital products and services that people love. hy.am studios – a creative agency and digital design studio based in Berlin.",19.847872,3.3761044
186,https://workingnotworking.com,"outstanding, efficient, whimsical, Bomie is an independent freelance designer with specialties in smart and detail-oriented visual solutions, powerful ideas, and so much passion for fun. Looking for opportunities that require serious amount of caring and quality. Previously at Casper and Apple.",20.384827,1.2913606
187,https://pizzapizza.io,"Pizza Pizza is a digital product studio modeled on the two-pizza-rule, based in Berlin. We offer digital product design, branding, marketing and development services.",21.023848,2.685985
188,https://rckt.com,Pixel but people. Design but thinking. Artificial but intelligent. Consultancy but agency. Find out how we make it work.,22.399263,4.02919
189,http://www.fileunderpopular.com,"generative art,process based design,creative coding",19.506742,3.766177
190,https://www.adamho.com,"Adam Ho is graphic and interaction designer, based in Brooklyn, New York.",22.203926,2.0973065
191,https://reiner.design,Freelance design engineer based in Berlin.,21.62869,3.0148358
192,https://wenzeldaniel.com,"Daniel Wenzel, graphic and type design, specialised in utilizing animation-tools and code.",21.268526,1.6840109
193,https://chevalvert.fr,"Chevalvert est un studio de design graphique, typographique et interactif.",20.11138,2.051926
194,http://christopherlacy.co.uk,"Designing, making and organising by Chris Lacy.",22.309317,2.2857027
195,https://samuelhewitt.com,"Sam Hewitt, Human Interface Designer",22.205526,2.392234
196,https://56.digital,A boutique design studio based in Toronto specializing in art direction and digital experiences.,17.734758,4.0116787
197,https://www.aarongilmore.com,Aaron Gilmore is a designer and developer based in Ireland,19.800386,4.727813
198,https://www.absentees.co,Digital designer/developer based in Sydney NSW.,22.260782,4.0756626
199,https://random.studio,"Random Studio is an experience design studio. We are an international team of visual artists, strategists and engineers who blur the boundaries between art, design and technology.",20.726376,1.1653011
200,https://abcdinamo.com,"DINAMO is a Swiss design practice established by Johannes Breyer and Fabian Harb. We’re interested in the overlap between graphic design production,…",21.019104,3.8404856
201,https://robert-janes.com,Robert Janes is a Type Designer and Engineer.,18.552252,3.4952137
202,https://www.patrik-huebner.com,"Generative Design and Creative Coding for brands, agencies and cultural institutions. A fusion of storytelling, experience and branding with algorithms, human interaction, data, artificial intelligence and programming.",20.084566,1.5590986
203,https://hanli.eu,"Hanzer Liccini, Studio for graphic design and typography",21.181072,4.7560253
204,https://waf.gmbh,WAF GMBH proposes a more effective model for designing and implementing digital platforms.,18.827627,0.86056995
205,https://timrausch.de,Tim Rausch is a hamburg based graphic design and code writer,19.599266,0.7967952
206,https://markfromberg.com,"Typeface Design, Type, Python, Programming, Tool, Development, Letters, Lettering, Illustration, Graphic Design, Corporate Design, Book Design, Typography",20.488724,2.0244815
207,https://www.field.systems,"FIELD.SYSTEMS, art and technology, generative design, interactive installation, brand art, generative brand design system",19.4802,5.009601
208,https://www.gabischillig.de,"Gabi Schillig, Architecture, Communication Design, Conceptual Design, Spaces of Communication, Exhibition, Material, Research, Dialogical Spaces, Professor, Spatial Design, Berlin, Düsseldorf",19.64332,1.4024365
209,http://roxaboxen.us,Roxaboxen is a California-based design studio specializing in typefaces and identity systems.,21.214735,3.7719314
210,https://www.quality-wolves.com,Our company provides high-quality design and development services. We specialize in creating innovative and marketable products that help businesses grow.,21.86349,3.102113
211,https://matthewragan.com,Media Maker and Interactive System Designer,17.532417,3.5674539
212,https://web3000.net,web3000 is a web design and development studio based in Berlin,20.405293,3.0837345
213,https://andreasfaust.de,Andreas Faust is a Berlin-based Graphic and Type Designer and Web­developer. He works as Creative Director for the german Edition of Jacobin Magazine and is Partner at Open Foundry.,19.93266,3.079377
214,https://intmagic.com,"International Magic is an experience design studio, creating new modes of interaction and visual communication. We believe in the power to entertain and innovate for the next generation.",18.949171,4.4512386
215,https://andirueckel.com,"aesthetics, computation, design, development, gestaltung, graphic, interaction, interface, new media, prototyping, research, typography, visual, web",22.167704,1.4102888
216,http://gregorfinger.de,"this site provides a quick overview of gregor finger as designer and creative technologist, some would call it art",17.31114,3.3647842
217,https://www.foreignobjects.net,"design, consultancy, NEW INC, MIT, Media Lab, ACT, decentralization, Kallirroi, Retzepi, Agnes Cameron, Ghantous, Zhexi, architecture, software",20.177584,4.8813543
218,https://merani.cc,"Media Artist, Creative Technologist and Designer from Berlin",20.523855,1.1275086
219,https://in-no-particular-order.info,"design, information design, graphic design, spreadsheet, innoparticularorer, in no particular order,",17.254385,3.80054
220,https://maxitype.com,"Maxitype is a collaborative platform to encourage type design research. We offer retail and bespoke typefaces, paying special attention to contemporary visual languages and historical knowledge.",20.245123,3.1783438
221,https://haukeirrgang.com,Designer and Typographer from Berlin,20.949123,1.7904823
222,https://mtwtf.com,"MTWTF is a design studio that creates communication platforms for cultural, commercial, educational, and civic clients.",19.348032,4.561859
223,https://newtendency.com,Contemporary Design Furniture for Your Home and Office,22.170773,2.3230767
224,https://www.lust.nl,"LUST / Typography, Design &amp; Propaganda. Graphic design studio in The Hague, Netherlands. Design philosophy revolves around Process-based Design, Information &amp; Interactive Systems, Communication Structures &amp; Networks.",22.21894,1.3941218
225,https://n-m.world,"Neo-Metabolism is a planetary research, design and life practice.",20.985926,2.7348218
226,https://grafik.co.nz,Designer / Developer,18.43778,4.022414
227,https://vinzenzaubry.com,Digital archive of media artist and designer Vinzenz Aubry.,18.061102,4.517982
228,https://alright.studio,"Since 2017, Alright Studio is a deliberate and dynamic, full-service creative agency with a design &amp; technology focus. Based in Brooklyn, NY operating globally.",19.988672,1.6324426
229,https://studiodumbar.com,"Studio Dumbar/DEPT® is an international design agency specialised in visual branding and online branding, located in Rotterdam.",19.43384,4.1505466
