url,text,favicon_url
http://www.mantissa.ca,mantissa website,
https://www.linkedbyair.net,"<br><br> Linked by Air is a design and technology firm. We integrate strategy, user experience, interaction and visual design, and software development to create design systems and build digital p...",https://d3f1fx6enveicv.cloudfront.net/assets/favicon-d5ce50e1cbe4f9b9b868296f4905b2446f179f59b2efbd806620b5192fa5266d.png
https://trauminc.com,NEW IMAGES FOR A NEW WORLD,
http://pointer.click,.,
http://catk.de,"CATK is an interdisciplinary design studio, based in Berlin, Germany",http://catk.de/favicon-32x32.png
http://www.ok-rm.co.uk,"A London-based design studio working in the fields of art, culture and commerce.",http://www.ok-rm.co.uk/wp-content/uploads/2014/02/c9dc545b3b1e0c370177e2aaa4358545.png
https://sehsucht.de,"We are a hybrid production studio, merging the arts of filmmaking, animation and visual effects to produce captivating creative content.",https://sehsucht.de/typo3conf/ext/pxsehsucht/Resources/Public/Favicons/favicon-16x16.png
https://futurecorp.london,"Future Corp create digital experiences, platforms and tools for culture and the people defining it. Based in London and Paris",
https://www.therodina.com,...,https://www.therodina.com/favicon-32x32.png
https://koosbreen.com,,https://koosbreen.com/site/templates/favicon.ico
https://no-plans.com,"No Plans is is a digital creative studio. We design touchpoints to connect businesses and individuals in culture, design and fashion to their audience.",https://no-plans.com/np-favicon.png
https://momentfactory.com,Moment Factory is a multimedia entertainment studio specializing in the conception and production of immersive environments.,
http://www.syedrezaali.com,"Generative, Computational Design, UI, GUI, Minimal, Modern, Art, Photography, Beauty, Visual, Spatial, Architecture, New Media, Interactive, Installations, Computer Graphics, Graphic Design, openFrameworks, Processing, Cinder, Creative Coding",https://images.squarespace-cdn.com/content/v1/53c9cdf3e4b0669c8d19e691/1406448512728-IV8KQ0OEY2IRBPFRGVKX/favicon.ico
http://www.teyosh.com,TeYosh is a multidisciplinary design duo specialized in art direction and animation. Their narratives often focus on digital media in a social context.,http://www.teyosh.com/favicon.ico
https://sansho.studio,situative design &amp; development in Berlin,https://sansho.studio/assets/img/favicon.ico
http://wangsoderstrom.com,Wang &amp; Söderström is a Copenhagen / Malmö based art and design practice with a focus on digital / physical explorations and fabrication.,https://freight.cargo.site/t/original/i/8cef20549db91c3d245844625767a6719421aa854e598f21aafad0968fe2f3fb/fav_ws_sphere.ico
http://thekids.eu,The world of rapid change is our paradise. The future is not so scary when you have the right ideas. Kids is a creative agency based in Berlin. Let's talk.,https://assets-global.website-files.com/635682bea1b0688ca665b979/6538d415a7b4adae67354fbe_kids.jpg
http://studioscholz.info,"Studio Scholz is the online and offline practice of graphic designer Robin Scholz. After graduating from the Gerrit Rietveld Academie in Amsterdam and working at Zak Group in London, he is currently living and working in Munich, Germany.",http://studioscholz.info/favicon.ico
http://thedesignoffice.org,"A shared workspace for designers in downtown Providence, R.I.",http://thedesignoffice.org/wp-content/themes/dev/lib/img/favicons/favicon.ico
https://www.vmragona.com,"I'm a London based Graphic Designer. Working across, Branding Design, Editorial Design, Digital Design Motion Design and much more.",https://vmragona.com/wp-content/uploads/2022/12/ef36f76d71a733cb134417c27b237ec3_coin_gigapixel_very_compressed-3.png
http://samtripp.com,Sam Tripp. Design &amp; Code. Based in London. Co-founder of Common Works.,http://samtripp.com/favicon-32x32.png
https://commonworks.co.uk,"Creating meaningful, lasting experiences through playful interactions and rigorous design thinking.",https://commonworks.co.uk/images/favicon.png
http://variable.io,"Variable is a generative design and data visualisation studio based in London, UK. We blend design, software and aesthetics emerging from data, processes and human behaviour.",
http://sucukundbratwurst.tumblr.com,"Sucuk &amp; Bratwurst, co-founded by Alessandro Belliero, David Gönner, Denis &amp; Lukas Olgac, is a Mainz based creative studio specialized in 3d design, art direction and graphic design. Feel free to get...",https://64.media.tumblr.com/avatar_821c5ef05514_128.pnj
http://www.playlab.org,"PlayLab is a New York based creative practice founded in 2009. With no particular focus, we explore themes using art, architecture, and graphic design to initiate ideas.",http://www.playlab.org/static/images/j-fav.png
https://n-e-r-v-o-u-s.com,"Nervous System is a design studio that works at the intersection of science, art, and technology. We create using a novel process that employs computer simulation to generate designs and digital fabrication to realize products. Drawing inspiration from natural phenomena, we write computer programs mimicking processes and patterns found in nature and use those programs to create unique and affordable art, jewelry, and housewares.",https://n-e-r-v-o-u-s.com/shop/images/nervous_n_transparent.png
https://www.unmade.com,We enable customizable design through industrial manufacturing.,https://assets-global.website-files.com/62987a822e60efe0f9ea7bb2/62ac7fe78daf5f397c6949f2_Unmade-favicon.png
https://marco.land,Berlin based designer and developer.,
https://dow-smith.com,"A web design and development practice. We work with creative businesses, organisations and individuals to design and produce unique, engaging web-based experiences.",https://dow-smith.com/assets/img/favicon.png
http://www.thibault.io,"Thibault Brevet is an interaction designer working at the crossing between art, design and technology.",http://www.thibault.io/favicon.jpg
https://www.zeitguised.com,"Exquisite Realities. (0% organic).  The exquisite realities of ZEITGUISED are crafted as a unique blend of tantalizing design, acute art, handmade algorithms and bespoke generative processes.",https://www.zeitguised.com/wp-content/uploads/2023/09/cropped-zeitguised_fav_icon-32x32.jpg
https://newnow.cool,Design and Code from the Boys Next Door,https://newnow.cool/images/favicon.png
https://noservice.today,"We advise organizations on the strategic communication of their brands and develop bold campaigns with a focus on social media. Using facts, intuition and creativity we blend science with art.",https://noservice.today/wp-content/uploads/2021/07/cropped-NOS_favicon-32x32.png
https://portfolio.amir.cloud,Highlighted projects by amir houieh.,
http://franrios.com,"Fran Rios is a cinematographer based in Barcelona. His commercial work includes pieces for renowned production companies like Canada, O and Sofa Experience.",http://franrios.com/wp-content/uploads/2018/10/cropped-franriosfavicon-32x32.png
https://morphocode.com,an interdisciplinary architectural practice,
http://mihaicernusca.com,"Mihai Cernusca is a freelance Digital Product Designer and Developer based in Brooklyn, NY",http://mihaicernusca.com/favicon-32x32.png
http://ezramiller.biz,Ezra Miller: Enterprise Solutions,
https://benedikt-gross.de,Portfolio Website of Benedikt Groß,https://benedikt-gross.de/favicons/favicon_original.svg
http://senseable.mit.edu,Urban imagination and social innovation through design &amp; science,
http://www.zhestkov.com,"Design, Art direction, Animation",
https://proxi.me,"Proxi.me offers expertise in various disciplines, including art direction, editorial, corporate and interior design, websites and scenography as well as conceptual creation and strategic brand escort.",https://proxi.me/wp-content/themes/proxi/favicon.ico
https://jamespants.com,The #1 source for James Pants and James Singleton related content,"data:image/svg+xml,<svg xmlns=%22http://www.w3.org/2000/svg%22 viewBox=%220 0 100 100%22><text y=%22.9em%22 font-size=%2290%22>ð¦ </text></svg>"
http://paralleluniver.se,"Steph Davidson, motion, digital, and illustration, art director, Bloomberg",https://paralleluniver.se/wp-content/uploads/2021/07/P-removebg-preview-150x150.png
https://www.gillesdebrock.nl,test,https://www.gillesdebrock.nl/Favicon_Image_Location
http://urmston.xyz,"Will Urmston • Design, sound, and code for a better internet • See his work here",
https://dvtk.us,DVTK is a London-based creative studio. We create immersive and playful digital experiences that push the boundaries of modern storytelling.,https://dvtk.us/assets/images/favicon/letters/1.png
https://ufomammoot.de,We are an independent digital agency based in Berlin providing innovative &amp; creative concepts for brands.,https://ufomammoot.de/favicon.ico
https://www.ruieduardo.com,"Rui Eduardo. Design, Systems and Experiences Development.",https://framerusercontent.com/images/xEHPJoG3u6kPjRkSxKRIb7ji0.png
https://artcom.de,"ART+COM gestaltet und entwickelt innovative mediale Installationen, Räume und Architekturen.",https://artcom.de/wp-content/themes/artcom2014/images/favicon.ico
http://kohlberger.net,"This is a dance between your brain and the world. A hallucinatory figure of information that speaks on the threshold of being. We are bathed in interferences from sensual data to what might be out there. We will go to another land, we will try another sea. One plus one equals three.",http://kohlberger.net/Favicon.ico
https://bennelsen.com,"Ben Nelsen is a graphic designer based in Pittsburgh, PA.",https://bennelsen.com/site/themes/bennelsen/img/favicons/favicon-32x32.png
http://therodina-backstage.tumblr.com,"The Rodina (*2010, www.therodina.com) is a visual communication studio. Founded by independent Czech designers and researchers Tereza and Vit Ruller. Currently based in Amsterdam, NL.",https://64.media.tumblr.com/avatar_18a87a4e614b_128.pnj
https://www.abcdinamo.com,"DINAMO is a Swiss design practice established by Johannes Breyer and Fabian Harb. We’re interested in the overlap between graphic design production, bespoke or retail typefaces and technology. More recently also how these things can translate into physical objects.",https://www.abcdinamo.com/assets/favicon/favicon.svg
https://frnsys.com,"Francis Tseng is a designer &amp; developer working with simulation, machine learning, etc",https://frnsys.com/assets/favicon.ico
http://www.geckelermichels.com,"David Geckeler and Frank Michels established their Berlin based design studio in 2013. Areas of work include furniture, lighting, products and spaces. The research-led practice focuses on autonomous in-house studies, as well as creative direction and product collections for their clients, whilst also producing editions and one-offs.",https://www.geckelermichels.com/wp-content/themes/geckelermichels/assets/images/favicon-16x16.png
http://stewartsmith.io,"Stewart Smith is a creative polymath making virtual reality and more in Brooklyn, New York.",http://stewartsmith.io/favicon-192.png
http://neuemodern.com,Portfolio of James Hicks,http://neuemodern.com/favicon.ico
https://amf.fyi,Cargo,https://freight.cargo.site/t/original/i/89be5ce76820f21112bedb776ad309d5343dd751c89fa5d90efe4b457a35d8f5/ant.ico
https://www.minmax.design,,
https://scherabon.com,Visual Artist &amp; designer,https://freight.cargo.site/t/original/i/e2a51a68fa4ccdf9a2f380199dd62b8360491d66664e2b1ba8388e929a50ba29/Flavicon-01.ico
https://timrodenbroeker.de,creative coding = unexplored territories,https://timrodenbroeker.de/wp-content/themes/trcc-2024/media/android-icon-192x192.png
http://roberthodgin.com,Portfolio,https://roberthodgin.com/v2/wp-content/uploads/2020/05/rh_favicon.png
https://rarevolume.com,A Design &amp; Technology Studio in New York City,https://rarevolume.com/rv-content/uploads/2020/01/rv_favicon.png
http://andrevv.com,Portfolio of freelance web designer and developer in Berlin.,http://andrevv.com/img/shapes/shapes00000.png
http://magicandpasta.space,"What began as a relatively calm, smog-filled Saturday afternoon soon traversed into messy, vengeful, scream-worthy territory.",https://freight.cargo.site/t/original/i/6de5bbed3bfc660b8fb2be0a8c3d416b241168abfbde86374386318334ccc16b/m-p-favicon.ico
https://www.patrickhebron.com,"A technologist focusing on the emerging intersections between machine learning, design tools, programming languages and operating systems.",https://www.patrickhebron.com/v2017/img/core/favicon.png
https://maxbittker.com,Max's website,
https://kimalbrecht.com,"CV of knowledge designer and aesthetic researcher Kim Albrecht, exploring the boundaries of visual knowledge in the post-digital age.",https://kimalbrecht.com/favicon.png
http://chloescheffe.github.io,"Graphic design, etc.",http://chloescheffe.github.io/favicon.ico
http://www.operative.space,Operative Space offers design services for print and digital communications as well as collaborative approaches for ideation and research,http://www.operative.space/220820_OperativeSpaceWebsite/favicon.ico
http://charlotterohde.de,"visual communication, research and juicy typefaces",https://charlotterohde.de/wp-content/uploads/2022/08/cropped-Screenshot-2022-08-22-at-18.11.53-1-32x32.png
http://bettywang.net,work,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAIAAACQd1PeAAAADElEQVQI12P4//8/AAX+Av7czFnnAAAAAElFTkSuQmCC"
https://frankrausch.com,Frank Rausch is a user interface typographer. He designs and develops apps for iOS.,https://frankrausch.com/favicon.ico
http://www.philippneumeyer.com,"Ruediger aka Philipp Neumeyer is a professional ballet dancer, mediocre type designer and wannabe typographer. ",
https://folder.studio,"Visual identities, websites, publications and other printed and digital matter for cultural and commercial clients.",https://folder.studio/media/site/8455b9ebb7-1609474145/favicon-03.png
https://lust.nl,"LUST / Typography, Design &amp; Propaganda. Graphic design studio in The Hague, Netherlands. Design philosophy revolves around Process-based Design, Information &amp; Interactive Systems, Communication Structures &amp; Networks.",https://lust.nl/favicon.ico
https://foam.studio,a commercial layer by zeitguised,
https://ollybromham.com,A website.,"data:image/svg+xml,<svg xmlns=%22http://www.w3.org/2000/svg%22 viewBox=%220 0 100 100%22><rect width='100' height='100' fill='white'/></svg>"
https://unfun.de,"unfun is a creative studio. We conceptualize, design and code all kinds of projects for brands, artists and ourselves. Shout out to the classics, but we work in 3018.",https://unfun.de/favicon.ico
https://alsino.io,My name is Alsino. I design and build maps and digital interfaces.,https://alsino.io/new/wordpress/wp-content/uploads/fbrfg/favicon-32x32.png
http://mfowler.info,Max Fowler | Freelancer,
https://process.studio,"Process is a studio for Art and Design based in Vienna that works in interactive audio-visual installations, graphic design and software development.",https://process.studio/wp-content/themes/process2015/_/img/icons/favicon.png
http://www.fabianhart.com,kommentiert Moden und andere Ausdrucksmedien,http://www.fabianhart.com
http://andrevv.com,Portfolio of freelance web designer and developer in Berlin.,http://andrevv.com/img/shapes/shapes00000.png
http://departmentofnewrealities.com,"The Department of New Realities is a future-forward creative unit within Wieden+Kennedy Amsterdam. Melding technology, 3D, culture, theatrics, experiences and the senses, we create new types of consumer engagement that build brands and businesses.","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAIAAACQd1PeAAAADElEQVQI12P4//8/AAX+Av7czFnnAAAAAElFTkSuQmCC"
http://www.leeeeza.com,"Elizaveta (LEEZA) Pritychenko portfolio. Graphic Design, media art, interactive, VR, 3D, animation, VJing, hoaxes, visuals",http://leeeeza.com/wp-content/uploads/2019/12/favicon.ico
http://www.teuberkohlhoff.com,Contemporary Textile Design &amp; Graphic Design Studio based in Berlin,https://www.teuberkohlhoff.com/wp-content/uploads/2023/08/cropped-favicon-32x32.png
https://efoucher.studio,Émile Foucher is a graphic designer currently based in Montréal.,https://freight.cargo.site/t/original/i/536eb127e8dd4f8d580096f5bc4bc560d760400c474928e3b60377ec07fff24c/Unknown.ico
https://www.iksi.eu,"IKSI makes websites with HTML, CSS and JavaScript.",
https://carla-karlis.ch,Practice for graphic design and web development.,
https://ricky.codes,online wwwebsite of software developer Ricky Miller,https://ricky.codes/favicon.png
https://nemesis.global,"Nemesis is an alternative design and strategy consultancy founded in 2017 by Emily Segal and Martti Kalliala, with nodes in Berlin, New York and Helsinki.",https://nemesis.global/favicon-32x32.png
https://special-offer.studio,A design &amp; development office managed by Brent David Freaney,
https://super.asdf.af,"Süpèr is a Swiss digital design studio established in 2011 by Daniel Stutz, working and teaching at the intersection of graphic design and web development.",
http://brendandawes.com,"Brendan Dawes is a designer exploring the interaction of objects, people, technology and art using form and code with an eclectic mix of digital and analog materials.",http://brendandawes.com/assets/images/favicon.png
http://ewalthert.com,Edgar Walthert is a Swiss type– and graphic–designer based in Amsterdam. He works across a spectrum of design-fields with a focus on logotypes and music.,https://ewalthert.com/assets/icons/favicon-196x196.png
http://www.ralph-schulz.com,Ralph Schulz · Arbeiten / Works · Vita / CV · News · Kontakt / Contact,https://ralph-schulz.com/wp-content/uploads/2019/04/cropped-Unbenannt2-32x32.gif
https://www.thomasschnur.com,Thomas Schnur / German based Product Designer,https://www.thomasschnur.com/favicon.ico
http://www.berndgrether.de,"Bernd Grether, Grafikdesign, Berlin",
https://staltz.com,Open Source Freelancer,
http://davidbenski.com,Eine weitere WordPress-Seite,
https://andreasdzialocha.com,"Andreas Dzialocha is an electric bass player, producer, composer and developer. His work consists of both digital and physical environments, spaces, festivals, software or platforms for participants and listeners",https://andreasdzialocha.com/assets/images/favicon.ico
https://www.cameronyick.us,Cameron Yick is a developer and designer studying Computer Science at Yale University. He posts his projects and tutorials on this site. Find him on Github and Twitter as @hydrosquall.,https://www.cameronyick.us/favicon.ico
https://www.pentagram.com,"Pentagram is the world’s largest independent design consultancy. The firm is owned and run by 24 partners, each of whom are leaders in their individual fields.",https://www.pentagram.com/dist/images/favicon.ico
https://earthly.studio,Earthly is alive and listening. Always searching and connecting. Engaging. Mutually exchanging. Being and becoming Earthly. Earthly is an exploratory design and research studio at the margins of the real and the realizable.,https://freight.cargo.site/t/original/i/d00926241afe0a49ca5492e7c85f3d30229483339ef2c8aa2e8aacaff540c449/CURSOR.ico
https://efoucher.studio,Émile Foucher est un artiste et designer basé à Montréal. Son approche créative est un hybride alimenté par la recherche et l’expérimentation.,https://freight.cargo.site/t/original/i/536eb127e8dd4f8d580096f5bc4bc560d760400c474928e3b60377ec07fff24c/Unknown.ico
https://diediebe.be,,https://favicon.cargocollective.com/570081-1433434107.ico
http://www.jonathonyule.com,Jonathon Yule is a Canadian graphic designer based in Toronto.,http://www.jonathonyule.com/favicon/favicon.ico
https://www.grafikladen.net,"Strategie, Konzept und Design aus Berlin – Branding, Editorial, Corporate, Web",https://assets-global.website-files.com/61fbe59a6ea8b7f863de5d68/62bc57f065da6fa0909fdfea_FavIcon.png
https://astridkraniger.com,Media Artist &amp; Designer,https://astridkraniger.com/wp-content/uploads/2020/03/favicon.ico
https://huiteh.net,Sinhui Teh 郑欣慧 is a Kuala Lumpur &amp; Dublin based independent Graphic Designer.&nbsp; Currnetly in KL. Working primarily in the cultural field on...,
http://dov-ganchrow.com,"Dov Ganchrow is a product designer and senior lecturer in the Industrial Design Department at the Bezalel Academy of Arts and Design, Jerusalem, Israel",http://dov-ganchrow.com/wp-content/uploads/2017/03/cropped-hand_axe_logo_general_512x512-32x32.jpg
https://www.selfcontrolfreak.com,"selfcontrolfreak, interactive video, self control freak, Oli4, Olivier Otten, interactive, interactive designer, interface design",
https://wangsoderstrom.com,Wang &amp; Söderström is a Copenhagen based art and design practice with a focus on digital / physical explorations.,https://freight.cargo.site/t/original/i/8cef20549db91c3d245844625767a6719421aa854e598f21aafad0968fe2f3fb/fav_ws_sphere.ico
https://originaltype.com,"Typeface, Type design, Type foundry, Font, Typography",
http://frnsys.com,"Francis Tseng is a designer &amp; developer working with simulation, machine learning, etc",http://frnsys.com/assets/favicon.ico
https://www.acolorbright.com,"As a partner to companies ranging from local startups to global consumer brands, we focus on three areas: product discovery, UX/UI design and engineering and brand development with a digital mindset.",https://www.datocms-assets.com/17317/1689756950-favicon.png?auto=format&h=16&w=16
https://joshuasoehn.com,"Designer based in Berlin, Germany. My expertise is designing everything from brand identities to apps, prototyping, coding and product management.","data:image/svg+xml,<svg xmlns=%22http://www.w3.org/2000/svg%22 viewBox=%220 0 100 100%22><text y=%22.9em%22 font-size=%2290%22> 📓 </text></svg>"
https://www.field.io,"FIELD.IO, art and technology, generative design, interactive installation",https://www.field.io/favicon-io/favicon-32x32.png
http://bewe.me,Design + programming,http://bewe.me/favicon_16.png
https://jonathansplitlog.com,"Jonathan Splitlog is a designer and creative director in Atlanta, GA.",https://cdn.blot.im/blog_a73a597ccae34227955f7a367ce77c66/_avatars/e3c2ac20-1405-4250-828e-1aefbfcd135a.png
http://luizadale.com,"Luiza Dale is an  independent graphic designer based in New Haven, CT.","data:image/svg+xml,<svg xmlns=%22http://www.w3.org/2000/svg%22 viewBox=%220 0 100 100%22><text y=%22.9em%22 font-size=%2290%22>🗯</text></svg>"
http://www.willmacneil.com,"Portfolio site for Will MacNeil - director, designer and animator based in London, UK.",https://blob.fabrik.io/static/07af0b/favicon.svg
https://www.makeitdoathing.com,"Dan Moore is an Artist, Designer, and Technologist",https://assets.squarespace.com/universal/default-favicon.ico
http://tomkail.com,"Online portfolio of Tom Kail, game designer and developer based in Bournemouth, UK.",
https://szymonkaliski.com,I design and develop digital tools and data-driven interfaces,
https://3milychu.github.io,emily is a data &amp; interaction designer,
https://ertdfgcvb.xyz,"Studio for design and code based in Lugano, Switzerland.",https://ertdfgcvb.xyz/ico/icon_512.png
http://knoth-renner.com,"Collaborating since 2011 and located in Berlin and Leipzig, Christoph Knoth &amp; Konrad Renner work on the intersection of digital culture and graphic design.",
https://onformative.com,"Interactive media installations, generative design and data-driven narratives, at the intersection of art, design and technology.",https://onformative.com/favicon.ico
https://parentcompa.nyc,"Parent Company © is a multi-dimensional design firm creating unique visual, sonic, and interactive experiences.",https://parentcompa.nyc/favicon-32x32.3fab483b.png
https://www.tsto.org,"Tsto is a graphic design studio founded in 2010, with a focus on visual identities, publications, websites, motion &amp; typography. In addition to our team, we regularly work with an extensive network of collaborators from different fields. ",https://www.tsto.org/assets/xtsto-favicon1-256.png.pagespeed.ic.kzkIou6GCz.png
https://moritzebeling.com,"Graphic Designer and Visual Programmer based in Weimar, Germany.",https://moritzebeling.com/favicon.png
https://johncaserta.com,"John Caserta is a designer and educator based in Providence, R.I.",http://johncaserta.com/favicon.ico
https://kenjitomita.com,Kenji Tomita Designer living in SF/USA,https://freight.cargo.site/t/original/i/d87008cf836f94631b186f7ead43e7a31ed1d1903e6e09ff86bc7c78d7dd3eb0/KT.ico
https://www.productiontype.com,"Production Type is a digital type design agency. Our activities span from the exclusive online distribution of retail type for design professionals, to the creation of custom typefaces for the industrial, luxury, and media sectors.",https://www.productiontype.com/build/favicons/favicon-32x32.ab6f073f.png
https://www.beeple-crap.com,"BEEPLE is Mike Winkelmann. A graphic designer from Charleston, SC, USA who does a variety of digital artwork including short films, Creative Commons VJ loops, everydays and VR / AR work. He’s working on making it suck less every day",https://static.parastorage.com/client/pfavico.ico
http://www.gabeferreira.com,Gabe Ferreira is a multidisciplinary designer.,http://www.gabeferreira.com/assets/img/favicon.ico
https://archive.eric.young.li,Eric Li is a software developer and graphic designer.,https://archive.eric.young.li/img/site/favicon.png
https://stu-b-io.com,"stubio, studio, design, fashion, art, clothing, workshop, collaboration, contemporary art, modern",
https://roelwouters.com,"Roel works as an independent conditional designer / director in the field of interaction, media design and film.",https://assets.production.linktr.ee/profiles/_next/static/logo-assets/favicon.ico
https://robertschnuell.de,"Robert Schnüll is a Creative Technologist and Interaction Designer. His work is mainly related to working interdisciplinary and collaborative where he covers the fields of coding, physical computing, rapid prototyping and designing processes.",
https://marthahipley.com,"new media art, contemporary art, interaction design, visual art, digital art, web development, web design",
https://hawraf.com,"HAWRAF is a new design studio. They create work that deals with communication, interaction, and creative accessibility.",
https://hyejinsong.me,"Hyejin Song is a graphic designer working in identity system, motion graphics, and illustration. She recently graduated from School of Visual Arts. Previously she...",https://freight.cargo.site/t/original/i/ac170b374456c94769290a869d8ea7564126dafffe7252368b8d2abe4159f96d/FaviconNEW-01.ico
https://intervall.io,"We are designers, makers and consultants in the age of Digital Transformation.",
https://pangrampangram.com,We are dedicated to making quality typefaces that can be used in everyday designs and projects. All our fonts are free to try.,https://pangrampangram.com/cdn/shop/t/41/assets/favicon-32x32.png?v=112257638596868017101701283953
https://public-office.info,Public Office is a collaborative design &amp; development practice focusing on the intersection of physical and digital publishing.,
http://p-m.site,Paul Mylecharane (b.1974) is a graphic designer and educator whose practice focuses mainly on the intersection of physical and digital publishing and its relationship to the archive.,
https://phong.com,"Specializing in full stack development for interactive apps, design, software engineering, and motion graphics since 1998.",https://phong.com/wp-content/uploads/2014/12/cropped-FAVICON-A-32x32.png
https://napoleon.services,Napoleon Services is a virtual design and development studio.,https://napoleon.services/favicon-32x32.png
http://www.berndgrether.com,"Bernd Grether, Grafikdesign, Berlin",
